time,direction,entry_price,result,profit_U,bars_since_last_flip,range_position,distance_to_range_high_ATR,distance_to_range_low_ATR,body_ATR,upper_wick_ratio,lower_wick_ratio,candle_range_ATR,mom12_ATR,current_bar_contribution,volume_ratio,ADX14,ATR_percent,future_max_profit,future_max_drawdown,bars_to_max_profit,bars_to_max_drawdown
2025-09-17 14:00,sell,115549.3,loss,-12.77,21,0.425,3.9,2.88,1.18,0.26,0.31,1.85,-2.5,0.47,2.33,20.1,0.37,2.04,3.24,4,9
2025-09-18 02:00,buy,116908.8,loss,-7.69,12,0.873,0.53,3.67,0.51,0.0,0.66,0.84,2.22,0.23,0.5,17.2,0.52,1.58,1.34,16,34
2025-09-19 12:00,sell,116126.2,win,20.21,34,0.454,5.06,4.21,0.67,0.61,0.16,1.19,-3.61,0.19,1.59,20.5,0.3,15.12,0.87,112,2
2025-09-24 14:00,buy,113662.9,loss,-18.35,122,0.937,0.39,5.72,1.85,0.21,0.0,2.23,3.29,0.56,2.87,27.5,0.43,0.46,4.38,3,14
2025-09-25 04:00,sell,111690.6,win,14.37,14,0.266,3.85,1.39,1.41,0.12,0.18,1.83,-3.45,0.41,2.48,22.4,0.51,5.48,0.92,13,5
2025-09-28 15:00,buy,109973.6,win,24.15,83,0.795,1.06,4.1,0.67,0.04,0.93,1.33,2.37,0.28,1.82,16.7,0.22,19.63,0.14,33,1
2025-09-30 09:00,sell,112739.9,loss,-14.86,42,0.637,4.79,8.4,1.59,0.01,0.07,1.72,-3.23,0.49,1.88,46.1,0.38,0.31,4.15,1,10
2025-09-30 19:00,buy,114302.8,win,75.0,10,0.894,0.87,7.36,1.15,0.33,0.02,1.55,1.14,1.01,2.04,29.1,0.48,20.75,1.05,105,4
2025-10-05 09:00,sell,122989.3,loss,-13.4,110,0.53,3.77,4.26,2.16,0.04,0.16,2.59,1.11,-1.95,3.7,38.5,0.61,1.01,2.24,7,27
2025-10-06 12:00,buy,124514.0,loss,-15.57,27,0.703,2.23,5.27,0.58,0.42,0.11,0.89,2.09,0.28,1.45,19.1,0.46,2.88,3.44,6,26
2025-10-07 14:00,sell,122700.1,loss,-11.66,26,0.117,4.58,0.61,1.5,0.14,0.15,1.93,-1.96,0.77,3.55,18.5,0.62,2.82,1.92,4,27
2025-10-08 17:00,buy,124008.1,loss,-23.52,27,0.614,2.58,4.1,1.2,0.14,0.1,1.5,3.18,0.38,3.07,19.9,0.68,0.2,3.46,1,15
2025-10-09 08:00,sell,121215.0,loss,-19.93,15,0.144,6.44,1.08,1.04,0.11,0.18,1.34,-2.6,0.4,1.57,20.3,0.5,0.0,4.2,0,4
2025-10-09 12:00,buy,123510.1,loss,-20.66,4,0.663,2.25,4.43,1.22,0.29,0.04,1.63,1.09,1.12,1.91,20.0,0.54,0.14,4.36,1,3
2025-10-09 15:00,sell,121082.0,win,64.35,3,0.144,3.54,0.6,0.19,2.47,2.86,1.22,-1.02,0.19,1.87,19.4,0.72,22.42,1.58,30,22
2025-10-12 15:00,buy,113168.9,loss,-2.36,72,0.652,6.31,11.83,0.87,0.63,0.33,1.69,2.54,0.34,3.64,40.5,0.87,2.78,0.45,11,37
2025-10-14 04:00,sell,113015.1,win,49.15,37,0.4,4.16,2.78,0.62,0.21,0.67,1.17,-2.28,0.27,1.58,23.1,0.62,13.71,0.88,78,1
2025-10-19 09:00,buy,107347.1,win,14.54,125,0.823,1.39,6.45,1.56,0.89,0.34,3.5,0.4,3.91,6.14,10.5,0.56,7.2,0.72,30,1
2025-10-21 03:00,sell,109015.2,loss,-29.84,42,0.523,4.09,4.49,0.7,0.22,0.0,0.86,-3.17,0.22,0.79,22.4,0.6,2.46,5.03,2,11
2025-10-21 14:00,buy,112159.5,loss,-28.81,11,0.971,0.13,4.46,3.52,0.04,0.01,3.69,2.51,1.41,4.31,26.5,0.96,1.71,3.68,2,8
2025-10-21 22:00,sell,109040.1,loss,-11.47,8,0.251,3.9,1.31,1.38,0.0,0.47,2.03,0.46,-2.98,1.52,26.7,1.16,1.93,0.97,13,32
2025-10-23 06:00,buy,110181.7,win,33.04,32,0.485,4.84,4.55,1.63,0.07,0.07,1.86,2.79,0.58,1.7,19.2,0.71,7.9,1.98,97,6
2025-10-28 00:00,sell,113932.6,loss,-14.58,114,0.525,4.35,4.82,0.23,2.11,1.63,1.07,-1.92,0.12,0.79,32.4,0.5,0.92,2.73,5,13
2025-10-28 13:00,buy,115480.0,loss,-24.8,13,0.742,1.76,5.05,2.07,0.0,0.0,2.08,2.09,0.99,3.33,19.1,0.45,1.1,6.13,1,7
2025-10-28 20:00,sell,112731.2,win,23.08,7,0.112,4.42,0.56,1.08,0.03,0.52,1.67,-1.95,0.55,2.56,23.3,0.74,7.85,1.05,47,17
2025-10-31 04:00,buy,110016.3,loss,-4.68,56,0.515,3.73,3.96,0.89,0.21,0.15,1.21,2.01,0.44,1.15,39.7,0.87,1.23,1.51,55,13
2025-11-03 01:00,sell,109611.8,win,51.28,69,0.162,3.12,0.6,0.18,1.5,3.28,1.06,-1.76,0.1,1.84,15.5,0.46,21.1,0.18,44,1
2025-11-05 16:00,buy,103881.0,loss,-30.54,63,0.567,3.86,5.05,0.2,0.57,3.23,0.98,1.95,0.1,0.84,33.3,0.95,0.63,3.67,3,24
2025-11-06 16:00,sell,100812.7,loss,-18.33,24,0.343,3.69,1.93,1.15,0.35,0.49,2.11,-3.17,0.36,3.68,23.0,0.99,1.61,1.99,20,26
2025-11-07 18:00,buy,102559.7,win,16.58,26,0.634,2.0,3.46,0.22,1.12,0.52,0.58,0.8,0.28,0.86,29.9,0.95,5.09,1.28,79,33
2025-11-11 13:00,sell,104362.8,loss,-5.74,91,0.345,4.69,2.47,0.22,1.12,1.11,0.71,-2.53,0.09,1.43,19.5,0.64,2.87,1.1,8,20
2025-11-12 10:00,buy,104858.0,loss,-27.08,21,0.477,4.28,3.91,0.61,0.41,0.0,0.86,3.08,0.2,0.87,31.4,0.59,0.71,4.79,2,5
2025-11-12 15:00,sell,102123.2,loss,-15.69,5,0.039,6.34,0.26,2.15,0.18,0.12,2.79,-1.36,1.59,3.5,28.9,0.83,1.69,2.21,4,16
2025-11-13 08:00,buy,103623.4,loss,-30.27,17,0.616,2.25,3.6,0.25,0.68,1.0,0.66,2.62,0.09,0.57,26.7,0.79,0.09,3.83,1,8
2025-11-13 16:00,sell,100589.9,win,75.83,8,0.019,4.79,0.09,0.75,0.22,0.12,1.0,-1.51,0.49,1.8,25.6,0.98,11.55,0.19,108,1
2025-11-18 15:00,buy,92861.4,loss,-27.18,119,0.535,3.19,3.67,1.57,0.09,0.23,2.07,2.09,0.75,2.22,35.6,1.06,0.94,2.95,1,14
2025-11-19 05:00,sell,90430.0,loss,-16.78,14,0.175,6.38,1.35,0.79,0.18,0.68,1.47,-3.19,0.25,2.05,22.3,0.97,2.15,2.19,15,10
2025-11-20 00:00,buy,91857.2,loss,-23.21,19,0.631,1.96,3.35,0.34,1.26,1.11,1.15,0.13,2.64,0.86,25.0,1.07,1.29,2.11,5,15
2025-11-20 15:00,sell,89817.1,win,38.63,15,0.241,4.69,1.49,1.48,0.06,0.03,1.62,-3.07,0.48,1.7,17.4,0.94,10.88,0.06,21,1
2025-11-23 03:00,buy,86257.9,win,46.89,60,0.99,0.09,8.51,0.46,0.0,0.61,0.73,3.04,0.15,0.83,26.0,0.77,10.34,1.56,131,35
2025-11-29 17:00,sell,90389.2,loss,-15.71,158,0.073,7.43,0.58,1.55,0.04,0.02,1.63,-0.87,1.78,1.8,17.9,0.41,0.75,4.18,1,20
2025-11-30 13:00,buy,91719.2,loss,-16.29,20,0.532,3.69,4.19,0.75,0.75,0.29,1.53,2.25,0.33,2.78,16.3,0.42,0.25,3.7,3,10
2025-11-30 23:00,sell,90316.5,win,28.19,10,0.111,3.68,0.46,1.96,0.04,0.02,2.08,-1.56,1.26,2.26,16.2,0.49,14.87,0.16,16,1
2025-12-02 13:00,buy,87679.9,win,37.87,38,0.485,6.37,6.01,0.69,0.35,0.52,1.29,1.96,0.35,1.43,19.3,0.74,9.97,0.21,33,1
2025-12-05 09:00,sell,91088.1,win,12.43,68,0.082,5.13,0.46,1.65,0.0,0.15,1.89,-1.7,0.97,1.76,24.9,0.66,5.72,0.73,53,2
2025-12-07 16:00,buy,89865.0,win,-0.5,55,0.841,0.67,3.54,0.58,0.06,1.23,1.33,0.6,0.97,1.62,23.0,0.69,3.86,1.64,17,6
2025-12-08 15:00,sell,89910.3,loss,-31.75,23,0.489,3.27,3.12,1.26,0.16,0.39,1.95,-1.57,0.8,3.51,17.6,0.8,0.65,4.12,14,24
2025-12-09 15:00,buy,92675.4,loss,-15.43,24,0.953,0.25,5.12,3.16,0.08,0.03,3.51,3.09,1.02,5.24,18.6,0.81,2.53,2.25,2,33
2025-12-11 00:00,sell,91337.7,loss,-5.36,33,0.369,3.77,2.2,0.75,0.12,0.53,1.23,-0.72,1.04,1.29,17.1,0.94,2.48,0.52,14,20
2025-12-11 20:00,buy,91736.0,loss,-21.33,20,0.483,3.44,3.21,1.2,0.05,0.05,1.33,2.02,0.6,1.03,19.2,0.86,2.29,2.57,1,19
2025-12-12 15:00,sell,89871.2,win,1.68,19,0.126,6.02,0.87,3.31,0.0,0.06,3.54,-3.11,1.06,4.84,19.4,0.84,3.09,0.99,56,3
2025-12-15 04:00,buy,89630.5,loss,-19.14,61,0.685,1.73,3.75,0.7,0.29,0.02,0.92,1.51,0.47,0.69,47.7,0.63,0.56,3.28,5,10
2025-12-15 14:00,sell,88004.9,win,-0.28,10,0.165,4.18,0.82,2.38,0.32,0.16,3.52,-2.16,1.1,4.0,29.1,0.66,4.99,0.24,4,1
2025-12-16 15:00,buy,87941.5,loss,-25.46,25,0.583,2.44,3.41,0.82,0.3,0.67,1.61,2.53,0.32,2.47,32.7,0.95,2.88,2.79,24,27
2025-12-17 18:00,sell,85790.5,loss,-36.08,27,0.111,4.18,0.52,0.54,0.73,0.31,1.09,-0.87,0.62,0.9,25.4,1.27,0.47,3.1,1,19
2025-12-18 13:00,buy,88800.0,loss,-33.15,19,0.694,2.39,5.42,2.43,0.24,0.0,3.0,4.19,0.58,5.1,26.2,0.73,1.03,5.21,1,4
2025-12-18 18:00,sell,85944.7,loss,-23.87,5,0.131,4.36,0.66,0.49,0.82,0.55,1.16,-0.66,0.74,1.2,28.6,1.18,1.53,2.39,2,13
2025-12-19 07:00,buy,87909.9,loss,-4.15,13,0.59,2.85,4.09,0.54,0.99,0.02,1.08,4.06,0.13,1.0,22.2,0.98,1.9,1.29,8,11
2025-12-21 13:00,sell,87633.3,loss,-18.01,54,0.302,4.95,2.15,2.48,0.09,0.08,2.91,-0.92,2.7,4.74,22.2,0.44,0.16,5.15,1,11
2025-12-22 07:00,buy,89124.1,loss,-13.55,18,0.762,1.1,3.51,0.58,0.17,0.06,0.71,1.51,0.39,0.62,17.1,0.5,3.24,2.69,5,12
2025-12-22 19:00,sell,88005.9,loss,-4.73,12,0.15,3.97,0.7,1.68,0.01,0.08,1.84,-1.73,0.97,1.58,24.2,0.74,2.56,1.4,43,5
2025-12-25 15:00,buy,88334.3,loss,-14.06,68,0.891,0.74,6.08,2.02,0.37,0.01,2.78,1.62,1.24,4.95,14.7,0.37,0.33,4.39,1,8
2025-12-25 23:00,sell,87180.4,loss,-23.6,8,0.373,3.58,2.13,1.11,0.28,0.65,2.13,-0.76,1.45,2.79,18.4,0.45,0.85,5.79,1,3
2025-12-26 02:00,buy,89150.4,loss,-21.27,3,0.907,0.51,5.0,3.16,0.16,0.01,3.69,2.63,1.2,4.82,20.3,0.63,0.68,3.3,5,12
2025-12-26 14:00,sell,87343.1,loss,-11.49,12,0.27,3.78,1.4,2.77,0.04,0.02,2.96,-3.12,0.89,3.12,18.4,0.66,1.28,1.88,1,58
2025-12-29 00:00,buy,88259.5,loss,-3.01,58,0.852,0.6,3.43,1.2,0.5,0.4,2.27,1.57,0.77,3.26,21.9,0.33,7.31,1.84,4,9
2025-12-29 09:00,sell,88082.1,loss,-9.47,9,0.261,4.02,1.42,2.53,0.04,0.25,3.26,0.94,-2.7,3.74,37.8,0.64,2.35,1.56,3,29
2025-12-30 14:00,buy,88828.3,loss,-11.45,29,0.574,3.53,4.77,1.75,0.18,0.37,2.71,4.06,0.43,4.31,21.7,0.49,1.21,2.54,2,25
2025-12-31 15:00,sell,87900.0,loss,-9.12,25,0.438,3.45,2.69,1.29,0.0,0.33,1.72,-1.23,1.05,4.12,24.6,0.48,1.75,1.8,5,31
2026-01-01 22:00,buy,88613.5,win,44.55,31,0.716,2.31,5.83,1.04,0.18,0.0,1.23,3.22,0.32,1.36,20.8,0.28,24.78,1.14,94,4
2026-01-06 16:00,sell,92649.6,win,10.53,114,0.463,3.66,3.16,1.64,0.13,0.38,2.48,-1.91,0.86,3.61,25.2,0.63,5.82,2.06,46,5
2026-01-09 16:00,buy,91581.3,loss,-10.48,72,0.852,0.61,3.51,0.67,0.35,0.04,0.93,0.91,0.74,1.33,21.4,0.72,1.38,2.32,59,5
2026-01-12 08:00,sell,90713.4,loss,-16.1,64,0.239,3.32,1.04,1.24,0.33,0.54,2.31,0.09,-14.07,3.41,24.7,0.59,1.21,2.92,6,8
2026-01-12 16:00,buy,92082.9,win,33.0,8,0.83,0.71,3.5,0.79,0.44,0.24,1.33,-0.1,-8.22,2.32,23.5,0.63,10.09,2.08,52,5
2026-01-15 20:00,sell,95214.0,win,51.36,76,0.309,3.84,1.71,0.37,0.57,0.48,0.76,-1.97,0.19,0.86,26.5,0.73,10.72,0.9,122,2
2026-01-21 15:00,buy,90228.8,loss,-30.65,139,0.445,4.72,3.78,0.71,0.66,0.1,1.26,1.28,0.56,2.01,37.2,0.74,0.13,4.06,1,1
2026-01-21 16:00,sell,87553.3,loss,-32.54,1,0.005,6.6,0.03,3.05,0.03,0.01,3.18,-2.09,1.46,3.24,36.6,1.0,0.4,3.28,1,3
2026-01-21 19:00,buy,90315.0,loss,-17.67,3,0.511,2.9,3.03,1.83,0.06,0.1,2.12,1.11,1.65,2.3,33.2,1.14,0.84,1.81,46,20
2026-01-25 06:00,sell,88809.4,win,6.58,83,0.115,10.83,1.4,0.71,0.0,1.31,1.64,-2.44,0.29,1.93,31.7,0.25,12.68,0.54,17,7
2026-01-26 14:00,buy,88136.0,win,3.9,32,0.613,2.62,4.15,0.43,1.62,2.41,2.14,1.25,0.34,1.99,24.6,0.57,4.86,2.32,51,3
2026-01-29 01:00,sell,88568.0,win,106.53,59,0.392,3.33,2.15,0.9,0.01,0.11,1.0,-2.7,0.33,0.93,17.9,0.69,22.93,0.24,98,1
2026-02-03 00:00,buy,79044.1,loss,-33.68,119,0.942,0.36,5.84,0.45,0.1,0.94,0.92,1.44,0.31,0.57,20.3,0.97,0.17,3.4,1,16
2026-02-03 16:00,sell,76461.2,win,107.63,16,0.398,3.44,2.27,1.97,0.01,0.01,2.01,-2.76,0.71,2.89,24.3,1.09,19.91,0.57,56,11
2026-02-06 14:00,buy,68155.0,win,7.12,70,0.535,4.98,5.74,0.61,0.51,0.77,1.39,2.23,0.27,1.31,36.0,2.11,2.87,0.58,57,17
2026-02-09 10:00,sell,68708.3,win,-0.25,68,0.224,4.45,1.28,1.11,0.11,0.36,1.64,-2.91,0.38,2.41,24.1,1.17,4.52,2.98,80,10
2026-02-13 15:00,buy,68656.5,win,2.66,101,0.852,0.9,5.17,1.36,0.66,0.06,2.34,3.06,0.44,4.21,18.0,1.01,3.28,0.22,41,1
2026-02-15 13:00,sell,68907.5,win,15.62,46,0.51,3.68,3.83,0.68,0.84,0.5,1.59,-1.42,0.48,3.16,36.7,0.8,6.02,2.15,97,24
2026-02-20 05:00,buy,67762.6,loss,-15.37,112,0.762,1.5,4.81,1.17,0.44,0.14,1.85,3.18,0.37,1.78,14.8,0.66,1.17,2.97,5,8
2026-02-20 13:00,sell,66788.6,loss,-27.75,8,0.436,3.19,2.47,1.51,0.0,0.5,2.26,-0.97,1.56,3.99,19.5,0.72,0.55,3.94,2,26
2026-02-21 15:00,buy,68575.3,loss,-14.75,26,0.961,0.36,8.82,0.53,0.68,0.21,1.0,3.01,0.17,1.33,11.9,0.45,0.2,3.4,4,22
2026-02-22 13:00,sell,67632.1,win,17.61,22,0.512,4.12,4.32,1.07,0.38,0.37,1.87,-1.95,0.55,3.38,16.5,0.38,13.29,0.68,12,2
2026-02-23 09:00,buy,66373.7,loss,-25.0,20,0.481,4.33,4.01,1.37,0.07,0.0,1.47,-2.24,-0.61,0.99,36.6,0.81,0.38,4.23,1,8
2026-02-23 17:00,sell,64780.9,win,5.07,8,0.148,6.15,1.07,0.89,0.16,1.2,2.1,-0.4,2.24,2.45,33.1,0.97,3.8,0.58,20,1
2026-02-24 18:00,buy,64387.7,win,33.66,25,0.373,5.5,3.27,0.34,0.54,1.43,1.01,2.2,0.15,0.64,43.8,0.94,9.38,0.98,27,3
2026-02-26 16:00,sell,66619.4,win,10.16,46,0.449,5.06,4.12,1.06,0.26,0.24,1.59,-2.8,0.38,2.41,25.0,1.03,5.31,2.3,38,12
2026-02-28 18:00,buy,65875.7,win,10.33,50,0.555,3.09,3.85,0.63,0.67,0.55,1.39,3.58,0.18,1.08,29.2,1.14,5.58,1.16,46,28
2026-03-03 09:00,sell,66621.9,loss,-43.55,63,0.319,4.87,2.28,0.5,0.52,0.86,1.2,-3.87,0.13,1.5,21.5,1.06,0.77,4.2,5,22
2026-03-04 07:00,buy,69456.9,win,16.54,22,0.873,0.8,5.45,1.27,0.14,0.16,1.66,1.36,0.93,1.54,16.1,1.12,5.87,0.46,12,1
2026-03-05 17:00,sell,70675.2,win,37.65,34,0.497,3.99,3.95,0.71,0.46,0.11,1.11,-2.03,0.35,0.9,27.3,1.19,6.08,1.06,77,4
2026-03-09 09:00,buy,67943.8,win,43.93,88,0.831,0.69,3.39,0.24,2.85,1.43,1.27,1.38,0.18,1.55,26.1,1.03,8.46,0.94,101,2
2026-03-13 17:00,sell,70996.7,loss,-8.71,104,0.391,3.5,2.24,1.03,0.44,0.16,1.65,-0.63,1.62,1.4,31.8,1.16,0.91,0.79,13,35
2026-03-15 04:00,buy,71543.9,win,18.14,35,0.358,7.38,4.11,0.72,0.45,0.14,1.14,2.89,0.25,1.55,19.0,0.44,14.12,1.02,45,9
2026-03-18 11:00,sell,72913.4,win,37.59,79,0.051,5.83,0.31,1.87,0.15,0.17,2.46,-1.82,1.03,4.39,13.2,0.72,10.65,0.07,106,1
2026-03-23 11:00,buy,70099.9,loss,-10.32,120,0.668,1.69,3.41,1.94,0.87,0.0,3.64,2.77,0.7,7.31,38.6,1.17,2.05,1.06,3,29
2026-03-24 16:00,sell,69446.9,loss,-24.56,29,0.479,3.88,3.57,0.64,0.39,0.56,1.25,-1.51,0.43,1.49,22.0,0.86,0.96,3.11,1,13
2026-03-25 05:00,buy,71083.0,loss,-16.31,13,0.839,1.39,7.22,0.28,1.63,0.26,0.82,3.75,0.08,0.95,16.2,0.7,1.81,2.33,6,24
2026-03-26 05:00,sell,69994.7,win,39.69,24,0.361,4.18,2.36,1.57,0.04,0.1,1.79,-1.58,0.99,1.6,13.2,0.68,10.61,0.33,89,2
2026-03-30 03:00,buy,67146.5,loss,-16.73,94,0.864,0.63,3.98,0.11,2.54,2.47,0.65,1.16,0.09,0.88,15.9,0.83,2.23,2.16,22,30
2026-03-31 09:00,sell,66090.0,loss,-33.36,30,0.335,4.06,2.05,1.15,0.23,0.22,1.67,-1.2,0.95,1.95,16.0,0.86,0.05,4.39,1,8
2026-03-31 20:00,buy,68228.9,loss,-21.53,11,0.905,0.52,4.91,0.63,0.02,0.03,0.66,2.22,0.28,0.42,22.1,0.98,1.62,2.44,11,30
2026-04-02 02:00,sell,66828.3,loss,-8.75,30,0.262,4.21,1.49,0.84,0.01,0.48,1.26,-2.94,0.29,1.4,19.7,0.88,1.99,1.22,11,61
2026-04-04 15:00,buy,67346.0,loss,-9.6,61,0.843,1.04,5.61,0.89,1.18,0.19,2.1,2.79,0.32,4.25,28.7,0.29,0.88,3.96,4,15
2026-04-05 06:00,sell,66767.1,loss,-9.73,15,0.269,3.92,1.45,0.69,0.12,1.42,1.75,-2.47,0.28,2.68,27.4,0.3,0.59,5.41,6,9
2026-04-05 17:00,buy,67349.7,win,14.12,11,0.61,1.82,2.85,0.6,0.2,0.17,0.82,1.63,0.36,0.65,25.9,0.4,10.91,0.38,23,1
2026-04-07 01:00,sell,68368.1,loss,-23.38,32,0.479,4.02,3.7,0.77,0.33,0.18,1.17,-2.13,0.36,0.97,33.3,0.71,1.42,3.74,14,20
2026-04-07 21:00,buy,69898.0,win,23.49,20,0.859,0.76,4.66,1.11,0.47,0.02,1.65,1.42,0.78,1.93,19.3,0.8,6.99,0.0,94,0
2026-04-12 01:00,sell,71610.0,loss,-11.29,100,0.134,4.42,0.69,2.91,0.04,0.24,3.71,-2.05,1.41,5.13,24.4,0.69,2.33,1.54,21,37
2026-04-13 14:00,buy,72347.0,win,19.92,37,0.566,3.28,4.27,1.66,0.04,0.38,2.37,2.9,0.57,3.9,29.6,0.61,8.24,1.64,24,1
2026-04-15 06:00,sell,73860.8,loss,-20.72,40,0.608,4.72,7.32,0.27,0.3,0.22,0.42,-0.43,0.64,0.43,30.9,0.61,1.41,3.38,31,16
2026-04-16 19:00,buy,75317.0,win,8.18,37,0.966,0.12,3.26,0.49,0.23,0.97,1.07,1.0,0.49,1.11,17.9,0.85,4.67,1.28,21,7
2026-04-18 11:00,sell,76008.5,win,3.46,40,0.546,5.85,7.05,0.39,0.0,1.76,1.09,-2.59,0.15,1.78,25.1,0.52,5.92,0.85,37,4
2026-04-20 15:00,buy,75669.8,loss,-10.04,52,0.785,0.93,3.41,1.15,0.11,0.51,1.85,1.82,0.63,1.71,24.4,0.78,2.13,1.54,17,28
2026-04-21 19:00,sell,74985.7,loss,-35.6,28,0.405,3.16,2.15,0.95,0.53,0.38,1.8,-1.74,0.54,1.45,21.8,0.82,0.07,4.32,1,7
2026-04-22 02:00,buy,77580.3,loss,-3.71,7,0.985,0.08,5.51,2.05,0.04,0.06,2.27,3.06,0.67,2.82,19.1,0.82,2.93,0.71,14,32
2026-04-23 10:00,sell,77370.3,loss,-8.42,32,0.557,4.51,5.66,0.54,0.26,0.96,1.2,-2.58,0.21,1.53,26.3,0.59,1.0,2.72,7,5
2026-04-26 05:00,buy,77944.1,loss,-4.59,67,0.647,2.04,3.73,0.84,1.13,0.29,2.03,2.99,0.28,3.37,15.0,0.31,6.35,2.19,20,25
2026-04-27 06:00,sell,77663.9,win,4.76,25,0.256,3.31,1.14,0.14,1.17,3.33,0.76,-1.03,0.13,1.02,35.6,0.71,3.7,1.03,32,8
2026-04-29 04:00,buy,77216.9,loss,-9.77,46,0.485,4.62,4.36,0.74,0.74,0.4,1.59,3.07,0.24,2.11,25.9,0.47,1.82,2.28,6,9
2026-04-29 14:00,sell,76540.0,loss,-8.15,10,0.405,3.19,2.17,0.46,0.5,0.49,0.92,0.12,-4.0,1.16,22.9,0.55,3.91,2.11,4,37
2026-05-01 03:00,buy,77087.3,win,20.66,37,0.734,2.12,5.86,1.41,0.65,0.11,2.47,1.79,0.78,3.17,17.9,0.49,9.37,0.69,73,3
2026-05-04 11:00,sell,78756.9,loss,-23.47,80,0.288,3.32,1.34,0.25,1.3,0.74,0.77,0.41,-0.62,0.59,34.0,0.7,0.6,3.84,3,15
2026-05-05 02:00,buy,80526.7,win,4.58,15,0.874,0.68,4.77,0.42,1.64,0.24,1.2,0.65,0.64,1.09,25.4,0.66,4.31,0.23,33,1
2026-05-07 00:00,sell,80976.2,win,3.89,46,0.34,4.13,2.13,0.95,0.13,0.16,1.22,-2.74,0.35,0.59,14.9,0.55,4.2,1.6,27,7
2026-05-09 16:00,buy,80580.0,win,0.5,64,0.885,0.79,6.04,0.39,2.0,0.48,1.37,0.94,0.42,2.62,14.5,0.3,7.78,1.45,31,28
2026-05-11 03:00,sell,80700.7,loss,-3.69,35,0.257,3.28,1.14,0.85,0.03,0.44,1.25,-1.25,0.67,2.09,27.6,0.67,3.68,2.6,61,15
2026-05-14 14:00,buy,80917.7,loss,-28.29,83,0.845,0.8,4.35,2.5,0.05,0.11,2.89,3.15,0.79,4.38,26.2,0.62,2.14,4.53,3,23
2026-05-15 13:00,sell,78709.5,win,12.2,23,0.024,6.05,0.15,3.02,0.0,0.05,3.17,-4.37,0.69,5.58,19.2,0.69,4.94,1.51,74,5
2026-05-20 20:00,buy,77670.4,loss,-10.36,127,0.907,0.41,3.96,0.09,1.69,5.5,0.74,0.65,0.14,0.61,14.4,0.5,1.25,2.5,5,17
2026-05-21 14:00,sell,76943.3,win,13.65,18,0.342,3.14,1.63,0.4,0.79,1.19,1.19,-2.51,0.16,1.43,17.2,0.5,7.08,2.87,41,3
2026-05-23 18:00,buy,75816.0,win,2.9,52,0.441,5.95,4.69,1.05,0.5,0.08,1.67,1.3,0.81,1.21,41.9,0.45,4.97,0.2,16,1
2026-05-24 21:00,sell,76111.5,loss,-18.29,27,0.574,4.14,5.59,1.51,0.17,0.12,1.95,-2.57,0.59,1.76,27.4,0.45,0.06,4.51,1,9
2026-05-25 08:00,buy,77427.4,loss,-10.16,11,0.926,0.63,7.9,0.15,0.16,2.87,0.58,2.21,0.07,0.53,22.5,0.47,1.24,2.49,7,16
2026-05-26 01:00,sell,76717.9,win,34.34,17,0.366,3.45,1.99,0.1,3.25,5.09,0.89,-1.74,0.06,1.39,23.4,0.44,12.75,4.02,85,13
2026-05-29 16:00,buy,74006.5,loss,-7.92,87,0.532,2.89,3.29,0.51,0.29,1.01,1.17,1.12,0.45,1.76,26.9,0.64,0.61,1.83,1,2
2026-05-31 16:00,sell,73494.4,win,150.34,48,0.31,3.76,1.69,0.6,0.56,1.1,1.59,-3.01,0.2,1.89,15.6,0.29,67.3,3.14,123,7
2026-06-07 07:00,buy,62372.1,loss,-14.76,159,0.787,1.77,6.56,0.6,0.05,0.41,0.87,3.6,0.17,1.53,25.8,0.81,4.05,2.49,15,55
2026-06-09 14:00,sell,61513.6,loss,-18.64,55,0.119,5.5,0.74,1.38,0.17,0.54,2.36,-2.52,0.55,4.53,18.2,0.86,1.66,2.52,19,25
2026-06-10 15:00,buy,62598.8,win,19.9,25,0.579,2.33,3.2,0.71,0.56,0.81,1.67,1.77,0.4,2.51,26.4,0.98,3.5,2.51,78,7
2026-06-14 16:00,sell,63907.3,loss,-22.43,97,0.401,3.5,2.35,0.32,2.51,0.28,1.23,-1.68,0.19,1.17,28.8,0.37,1.1,7.4,2,5
2026-06-14 21:00,buy,65276.8,win,5.68,5,0.825,1.05,4.93,3.39,0.31,0.0,4.45,1.81,1.87,5.92,27.6,0.59,5.23,0.99,18,1
2026-06-16 02:00,sell,65713.0,loss,-2.86,29,0.568,4.19,5.51,1.6,0.04,0.1,1.83,-2.21,0.73,1.33,33.4,0.57,3.19,3.37,33,6
2026-06-17 16:00,buy,65835.1,loss,-24.65,38,0.507,2.62,2.69,0.23,5.13,0.3,1.51,-0.04,-5.61,2.36,21.0,0.75,0.71,3.72,1,3
2026-06-17 19:00,sell,64278.2,win,10.36,3,0.091,4.01,0.4,1.79,0.13,0.23,2.42,-1.82,0.98,2.99,21.0,1.05,3.06,0.74,22,6
2026-06-20 01:00,buy,63547.9,loss,-5.23,54,0.524,3.61,3.98,0.16,0.74,2.26,0.65,1.12,0.15,0.57,18.9,0.52,3.04,1.19,27,13
2026-06-21 23:00,sell,63278.9,loss,-21.4,46,0.091,4.14,0.42,1.57,0.0,0.1,1.74,-2.8,0.56,1.75,22.5,0.49,0.0,4.95,1,2
