time,direction,entry_price,result,profit_U,bars_since_last_flip,range_position,distance_to_range_high_ATR,distance_to_range_low_ATR,body_ATR,upper_wick_ratio,lower_wick_ratio,candle_range_ATR,mom12_ATR,current_bar_contribution,volume_ratio,ADX14,ATR_percent,future_max_profit,future_max_drawdown,bars_to_max_profit,bars_to_max_drawdown
2026-06-22 01:00,buy,64570.1,loss,-16.06,2,0.854,0.58,3.37,1.68,0.34,0.06,2.35,1.09,1.55,3.78,21.8,0.65,2.48,2.35,13,27
2026-06-23 04:00,sell,63597.9,win,31.04,27,0.155,5.33,0.98,1.17,0.06,0.05,1.3,-2.89,0.4,0.99,13.4,0.6,12.01,0.29,37,1
2026-06-25 05:00,buy,61560.3,loss,-54.63,49,0.581,3.52,4.87,0.48,0.88,0.31,1.04,4.27,0.11,1.07,24.6,0.84,0.72,6.85,2,8
2026-06-25 13:00,sell,58258.6,loss,-37.56,8,0.044,6.74,0.31,4.0,0.04,0.08,4.49,-3.57,1.12,5.9,20.3,1.26,0.0,3.62,1,50
2026-06-29 17:00,buy,60388.7,loss,-34.36,100,0.801,0.62,2.51,0.86,0.52,0.0,1.3,0.5,1.72,1.51,24.3,1.01,0.29,3.35,4,19
2026-06-30 12:00,sell,58374.4,loss,-30.96,19,0.017,6.41,0.11,2.11,0.0,0.05,2.22,-3.83,0.55,3.76,27.1,0.64,1.67,5.79,13,27
2026-07-01 15:00,buy,60123.2,win,40.91,27,0.816,0.99,4.38,1.12,0.69,0.03,1.92,1.76,0.63,2.47,29.1,0.9,7.11,1.04,104,9
2026-07-06 09:00,sell,62643.0,loss,-15.0,114,0.148,4.18,0.73,0.71,0.09,0.19,0.91,-1.31,0.54,1.32,20.3,0.51,4.24,2.76,4,6
2026-07-06 15:00,buy,63519.9,loss,-13.26,6,0.829,0.82,3.99,2.68,0.01,0.0,2.69,0.43,6.28,2.87,20.8,0.88,2.16,1.82,6,35
2026-07-08 03:00,sell,62741.0,loss,-6.9,36,0.423,4.06,2.98,0.44,0.54,0.34,0.84,-2.4,0.19,0.53,16.5,0.78,2.51,1.1,12,28
2026-07-09 17:00,buy,63110.9,win,9.6,38,0.601,2.43,3.67,1.01,0.05,0.07,1.14,1.25,0.81,0.78,23.7,0.69,3.6,0.56,20,7
2026-07-11 23:00,sell,63780.1,loss,-3.51,54,0.505,4.01,4.09,1.77,0.14,0.0,2.02,-1.78,1.0,3.13,21.0,0.35,8.88,2.77,43,25
2026-07-14 12:00,buy,63940.2,win,3.22,61,0.824,1.21,5.65,2.99,0.04,0.05,3.24,3.74,0.8,6.4,20.7,0.59,4.35,1.03,27,2
2026-07-16 07:00,sell,64210.1,win,1.99,43,0.559,3.97,5.04,1.55,0.0,0.3,2.01,-2.14,0.72,1.72,19.7,0.54,4.89,1.91,30,8
2026-07-17 17:00,buy,64018.1,win,0.26,34,0.577,2.71,3.69,1.12,0.42,0.0,1.58,2.95,0.38,1.67,27.5,0.64,2.61,0.4,55,6
2026-07-20 05:00,sell,64098.8,loss,-14.6,60,0.158,3.02,0.57,1.25,0.06,0.16,1.53,-1.29,0.97,3.38,28.6,0.51,1.15,2.9,1,6
2026-07-20 11:00,buy,64970.8,win,8.79,6,0.914,0.3,3.17,1.77,0.11,0.05,2.06,0.69,2.57,2.28,24.3,0.61,4.97,2.36,27,3
2026-07-22 12:00,sell,65606.7,win,16.21,49,0.542,4.53,5.37,1.32,0.0,0.26,1.67,-3.38,0.39,2.27,19.7,0.44,6.54,2.71,50,4
2026-07-26 00:00,buy,64477.4,win,1.83,84,0.374,10.09,6.02,1.03,0.0,0.19,1.23,3.06,0.34,1.0,18.8,0.2,9.78,1.72,30,6
2026-07-27 14:00,sell,64660.1,win,3.02,38,0.345,2.88,1.51,1.4,0.41,0.47,2.62,-1.3,1.08,3.32,31.4,0.58,5.22,1.07,23,3
2026-07-29 06:00,buy,64400.3,loss,-15.24,40,0.57,3.71,4.91,1.06,0.1,0.14,1.3,2.0,0.53,1.58,21.1,0.54,0.99,3.08,3,14
2026-07-29 20:00,sell,63483.2,win,0.0,14,0.349,2.87,1.54,0.14,2.22,2.07,0.74,-1.78,0.08,0.93,13.1,0.8,2.47,3.75,70,29
2026-08-02 02:00,buy,63419.5,loss,-10.16,78,0.532,4.66,5.31,2.05,0.3,0.07,2.8,1.42,1.44,4.58,23.3,0.35,1.6,3.01,20,25
2026-08-03 03:00,sell,62838.6,loss,-8.69,25,0.394,3.67,2.39,1.06,0.12,0.35,1.56,-0.94,1.12,1.95,17.8,0.41,2.23,2.06,5,10
2026-08-03 13:00,buy,63321.8,win,21.61,10,0.705,1.41,3.38,2.0,0.07,0.23,2.59,0.42,4.81,3.48,21.6,0.51,6.28,0.68,95,1
2026-08-09 03:00,sell,64753.8,loss,-7.72,134,0.516,6.23,6.63,0.37,0.0,2.04,1.14,-3.02,0.12,2.01,19.2,0.15,0.14,5.01,2,10
2026-08-09 13:00,buy,65188.7,loss,-5.89,10,0.926,0.54,6.82,2.56,0.19,0.0,3.05,3.35,0.76,3.96,18.4,0.16,3.02,3.71,9,10
2026-08-09 23:00,sell,64870.1,win,9.29,10,0.232,4.04,1.22,1.11,0.3,0.37,1.86,-0.27,4.06,2.39,27.5,0.24,10.95,3.2,43,2
2026-08-12 11:00,buy,64202.5,loss,-14.31,60,0.506,5.16,5.28,0.5,0.13,0.31,0.71,3.23,0.15,0.9,21.4,0.31,1.34,4.41,1,3
2026-08-12 14:00,sell,63347.7,win,0.88,3,0.121,4.92,0.68,1.7,0.2,0.03,2.09,-1.38,1.24,3.15,21.5,0.43,3.08,2.39,48,15
2026-08-16 16:00,buy,63228.3,loss,-6.19,98,0.776,1.81,6.27,1.63,1.11,0.04,3.5,2.36,0.69,6.55,18.8,0.12,0.22,7.09,1,5
2026-08-16 21:00,sell,62900.0,loss,-8.6,5,0.301,3.93,1.7,1.23,0.1,1.38,3.05,-0.55,2.23,2.81,22.5,0.19,1.82,4.89,1,5
2026-08-17 02:00,buy,63377.9,win,199.28,5,0.875,0.51,3.55,1.55,0.33,0.24,2.43,1.56,0.99,3.61,21.6,0.31,83.18,0.6,102,7
2026-08-23 05:00,sell,76071.4,loss,-24.07,147,0.221,7.17,2.04,1.12,0.25,1.01,2.54,-2.47,0.45,5.32,17.3,0.65,0.39,4.02,1,16
2026-08-23 21:00,buy,77826.0,win,3.33,16,0.699,2.23,5.19,1.0,0.51,0.0,1.51,2.86,0.35,1.41,13.2,0.57,7.72,2.61,29,7
2026-08-25 20:00,sell,78162.8,loss,-20.92,47,0.326,4.69,2.26,1.1,0.07,0.05,1.23,-2.62,0.42,0.76,22.1,0.85,0.92,2.77,19,36
2026-08-27 08:00,buy,79720.0,loss,-6.79,36,0.886,0.6,4.69,1.47,0.41,0.06,2.16,2.83,0.52,3.47,17.5,0.58,3.9,1.88,17,5
2026-08-28 09:00,sell,79258.2,win,5.33,25,0.43,5.07,3.82,0.52,0.02,0.17,0.62,-1.98,0.26,0.83,22.5,0.56,5.4,1.35,7,6
2026-08-30 12:00,buy,78756.2,loss,-15.17,51,0.634,4.67,8.08,2.62,0.1,0.0,2.89,2.61,1.0,6.39,14.1,0.3,2.67,7.79,4,11
2026-08-30 23:00,sell,77640.2,loss,-20.32,11,0.293,3.49,1.45,1.51,0.04,0.96,3.02,-0.99,1.52,3.96,26.0,0.64,0.58,3.2,3,20
2026-09-01 05:00,buy,79140.1,loss,-20.96,30,0.9,0.58,5.17,1.03,0.1,0.0,1.13,0.64,1.6,1.32,14.2,0.54,0.0,4.35,1,11
2026-09-01 16:00,sell,77560.4,loss,-5.38,11,0.269,3.68,1.35,0.68,0.18,0.9,1.41,-2.39,0.28,1.78,16.7,0.61,2.85,1.24,18,39
2026-09-03 11:00,buy,77900.1,win,18.51,43,0.777,1.21,4.21,0.48,0.41,0.17,0.76,1.48,0.33,1.08,14.0,0.52,10.87,0.14,10,1
2026-09-04 12:00,sell,79420.0,loss,-12.08,25,0.499,4.49,4.46,2.77,0.08,0.16,3.45,-2.38,1.16,6.03,38.6,0.8,1.27,1.77,2,59
2026-09-06 23:00,buy,80300.1,loss,-12.73,59,0.825,0.89,4.21,1.04,0.86,0.13,2.07,1.54,0.67,2.71,16.4,0.35,0.37,4.92,1,8
2026-09-07 07:00,sell,79357.9,win,0.39,8,0.269,3.39,1.24,0.74,0.13,1.67,2.09,-1.24,0.6,2.81,13.2,0.44,5.07,0.72,30,6
2026-09-09 07:00,buy,79247.4,loss,-14.26,48,0.821,1.01,4.65,0.33,0.96,0.07,0.68,2.33,0.14,0.85,25.4,0.45,1.38,3.39,1,8
2026-09-09 19:00,sell,78196.3,win,1.64,12,0.287,3.14,1.26,0.39,0.82,0.41,0.87,-2.13,0.18,0.62,23.6,0.63,4.73,0.66,41,8
2026-09-11 12:00,buy,77990.1,loss,-16.6,41,0.561,3.18,4.07,1.9,0.17,1.15,4.38,2.11,0.9,8.32,33.9,0.67,3.64,2.44,2,44
2026-09-13 08:00,sell,76773.3,loss,-7.22,44,0.226,18.8,5.48,1.91,0.24,0.18,2.71,-2.17,0.88,4.45,12.1,0.22,2.04,3.38,3,8
2026-09-13 16:00,buy,77251.1,loss,-8.4,8,0.546,2.89,3.48,0.63,0.55,0.02,0.99,0.28,2.23,1.73,23.7,0.3,0.74,2.65,5,6
2026-09-13 22:00,sell,76679.3,loss,-12.66,6,0.231,3.36,1.01,2.46,0.0,0.08,2.67,0.16,-15.27,2.48,20.5,0.32,1.47,4.16,2,4
2026-09-14 02:00,buy,77573.7,win,2.9,4,0.916,0.32,3.52,1.39,0.23,0.19,1.98,1.14,1.22,2.63,24.0,0.46,5.61,0.68,18,4
2026-09-15 01:00,sell,77876.1,win,11.05,23,0.478,4.05,3.72,0.13,2.38,3.15,0.82,-0.65,0.19,1.1,29.0,0.54,7.13,0.28,17,1
2026-09-18 02:00,buy,76937.6,win,42.86,73,0.907,0.59,5.7,0.69,0.27,0.41,1.16,1.37,0.5,1.17,11.2,0.44,14.69,0.02,37,1
2026-09-20 02:00,sell,80312.1,loss,-13.39,48,0.676,4.67,9.77,2.22,0.09,0.12,2.68,-3.57,0.62,3.89,41.9,0.43,0.61,3.39,1,14
2026-09-20 16:00,buy,81307.5,—,,14,0.66,1.83,3.54,1.28,0.41,0.26,2.13,2.6,0.49,2.51,29.0,0.42,,,,
