time,signal,close,st_distance_atr,body_atr,close_position,ATR_pct,ER20,ADX14,range_atr,break_high20,break_distance_atr,bars_since_flip,trend_age,MA30_slope,future_MFE_10,future_MFE_20,future_MAE_20,future_return_20,success_label,RSI14,volume,vol_ratio,htf_dir,align,squeeze,bbw_rank,reverse_signal_price,exit_result,pnl_pct
2025-01-29 21:00:00,1,103744.3,-3.3241,0.4817,0.0481,0.9088,0.3373,17.43,0.7172,104795.1,-1.1145,23,0,0.0342,1.9864,2.87,0.4895,1.4925,1,63.4,600.26,1.772,-1,0,1,54.0,102294.3,SL,-1.398
2025-01-31 19:00:00,-1,102294.3,2.6731,0.3988,0.2015,0.8069,0.3401,18.75,1.0949,106000.0,-4.4894,46,0,-0.1046,0.9109,1.096,0.5981,0.2151,1,31.0,921.02,2.521,1,0,0,60.0,98532.5,TP,3.677
2025-02-03 16:00:00,1,98532.5,-3.0285,0.1932,0.4528,1.573,0.0427,47.17,0.6045,99490.0,-0.6178,69,0,-0.019,2.5598,2.5598,0.4443,0.8413,1,59.51,788.0,0.594,-1,0,0,91.0,97690.0,SL,-0.855
2025-02-04 22:00:00,-1,97690.0,3.488,0.8931,0.8567,1.3573,0.2797,17.36,1.3678,101440.0,-2.8283,30,0,-0.0212,0.4132,0.8845,1.1137,0.9871,1,43.38,481.47,0.86,1,0,1,22.0,99729.8,SL,-2.088
2025-02-07 14:00:00,1,99729.8,-2.606,1.1328,0.7141,0.8002,0.4922,19.26,1.8405,98850.0,1.1024,64,0,0.0666,0.0,0.0,5.1737,-3.6998,0,71.76,1388.35,4.313,1,1,0,54.0,95754.3,SL,-3.986
2025-02-07 20:00:00,-1,95754.3,2.4817,1.1507,0.1145,1.0398,0.0793,17.05,1.3445,100149.8,-4.4149,6,0,-0.0699,0.1257,0.1257,1.1394,-0.3976,0,37.22,1016.58,2.093,1,0,0,54.0,97690.3,SL,-2.022
2025-02-10 08:00:00,1,97690.3,-2.9251,0.3567,0.596,0.7286,0.1434,16.21,0.78,97662.3,0.0393,60,0,0.0448,0.9385,0.9385,1.1775,0.3838,1,62.01,404.1,1.519,1,1,0,57.0,96965.0,SL,-0.742
2025-02-11 14:00:00,-1,96965.0,3.0387,0.327,0.5266,0.5387,0.1432,19.63,1.452,98489.7,-2.919,30,0,-0.0463,4.031,4.031,0.5761,1.0138,1,40.56,474.72,2.394,1,0,0,49.0,97353.3,SL,-0.4
2025-02-12 17:00:00,1,97353.3,-2.8614,0.3929,0.6323,0.9447,0.1292,18.51,1.0479,97100.0,0.2754,27,0,-0.0287,0.8512,0.8512,1.9554,-1.3121,0,60.55,751.08,2.192,-1,0,1,68.0,95708.5,SL,-1.69
2025-02-13 17:00:00,-1,95708.5,3.0603,0.526,0.5551,0.6916,0.3932,22.36,1.0934,98136.1,-3.6673,24,0,-0.0197,0.5614,0.5614,2.3287,-1.1404,0,41.99,170.07,0.61,-1,1,0,81.0,98545.9,SL,-2.965
2025-02-14 17:00:00,1,98545.9,-2.2434,1.2025,0.8246,0.7398,0.3851,18.5,2.3308,97747.9,1.0945,24,0,0.1196,0.3018,0.3018,2.5319,-0.8482,0,69.49,1253.92,5.128,-1,0,1,36.0,96978.7,SL,-1.59
2025-02-16 14:00:00,-1,96978.7,3.441,0.5092,0.8329,0.2738,0.2584,20.0,1.3249,97754.0,-2.9198,45,0,-0.0672,3.6477,4.5184,1.21,0.9061,1,39.55,111.71,0.887,-1,1,0,25.0,96333.9,TP,0.665
2025-02-19 10:00:00,1,96333.9,-2.7407,0.8058,0.7373,0.5097,0.1344,14.61,1.0929,96750.0,-0.8473,68,0,0.0184,0.7669,2.1466,1.8943,0.6023,1,60.98,455.49,1.48,-1,0,0,88.0,96528.1,TP,0.202
2025-02-21 18:00:00,-1,96528.1,2.5487,0.5803,0.0114,0.796,0.3073,40.9,0.9236,99485.9,-3.8494,56,0,-0.0387,2.1729,2.1729,0.5924,0.0046,1,32.56,1302.2,2.827,1,0,0,79.0,84352.0,TP,12.614
2025-02-28 16:00:00,1,84352.0,-2.8985,0.2539,0.5983,1.657,0.0634,40.55,1.0329,84938.0,-0.4192,166,0,-0.0635,0.9487,1.5706,0.8373,0.4718,1,61.61,1824.72,1.383,-1,0,0,91.0,90031.0,TP,6.733
