time,signal,close,st_distance_atr,body_atr,close_position,ATR_pct,ER20,ADX14,range_atr,break_high20,break_distance_atr,bars_since_flip,trend_age,MA30_slope,future_MFE_10,future_MFE_20,future_MAE_20,future_return_20,success_label,RSI14,volume,vol_ratio,htf_dir,align,squeeze,bbw_rank,reverse_signal_price,exit_result,pnl_pct
2022-01-09 09:30:00,-1,41600.2,2.945,0.3373,0.448,0.3278,0.2562,12.9,1.0573,42093.6,-3.6178,47,0,-0.0635,1.3726,1.3726,2.8215,-0.2892,0,41.37,76.68,0.922,-1,1,0,44.0,41994.0,SL,-0.947
2022-01-09 17:00:00,1,41994.0,-3.4719,0.7638,0.1151,0.4574,0.1197,16.84,1.2261,42147.0,-0.7966,30,0,0.0683,3.5574,4.0921,0.5618,1.0863,1,59.81,44.18,0.731,1,1,0,50.0,41920.1,SL,-0.176
2022-01-09 23:30:00,-1,41920.1,3.3555,0.5306,0.9244,0.4523,0.0615,25.16,0.8376,42780.0,-4.5357,26,0,0.0584,1.6884,1.6884,1.5123,-0.4284,0,41.47,73.31,1.44,1,0,0,74.0,41728.8,TP,0.456
2022-01-10 16:15:00,1,41728.8,-2.7226,1.2655,0.6194,1.0951,0.0246,37.94,2.3224,41698.2,0.067,67,0,-0.0063,0.9007,0.9007,2.592,0.064,1,61.03,1552.43,3.697,-1,0,0,92.0,42020.1,TP,0.698
2022-01-11 09:15:00,-1,42020.1,3.3134,0.6985,0.8337,0.4085,0.1357,19.81,0.939,42637.3,-3.5954,68,0,0.0174,2.527,3.8278,0.6985,1.5457,1,47.85,112.88,0.926,1,0,1,22.0,42462.0,SL,-1.052
2022-01-11 16:15:00,1,42462.0,-2.5031,1.0377,0.9594,0.7033,0.2159,20.31,1.0815,42200.0,0.8773,28,0,0.0519,2.1336,2.1336,0.7099,0.5765,1,63.84,271.5,2.323,1,1,0,72.0,43543.0,TP,2.546
2022-01-13 01:45:00,-1,43543.0,2.8036,0.0044,0.236,0.3139,0.1949,26.46,0.744,44350.0,-5.904,134,0,-0.0626,0.8348,0.8348,1.8436,-0.3695,0,39.0,46.27,0.631,1,0,0,72.0,43821.3,SL,-0.639
2022-01-13 08:15:00,1,43821.3,-2.9648,0.1527,0.5549,0.2301,0.341,14.28,0.6416,43839.9,-0.1844,26,0,0.0342,1.896,1.896,3.1465,-0.2935,0,58.77,62.31,0.934,1,1,1,9.0,43308.0,SL,-1.171
2022-01-13 15:15:00,-1,43308.0,2.2423,1.9754,0.1889,0.5526,0.2686,21.3,2.4354,44431.1,-4.6925,28,0,-0.0545,3.0726,4.128,0.8022,1.6397,1,33.87,709.12,4.095,1,0,0,88.0,42983.0,TP,0.75
2022-01-14 14:45:00,1,42983.0,-2.2216,1.881,0.8187,0.5905,0.1604,29.13,2.4425,42693.0,1.1426,94,0,0.0164,1.4362,1.6757,0.7892,0.252,1,68.7,441.6,2.386,-1,0,0,79.0,42841.3,SL,-0.33
2022-01-15 04:30:00,-1,42841.3,3.083,0.0529,0.5717,0.2868,0.1744,19.79,1.1575,43185.4,-2.801,55,0,-0.1107,0.0513,0.0513,2.2523,-0.137,0,38.22,100.4,1.44,1,0,1,10.0,43206.0,SL,-0.851
2022-01-15 10:15:00,1,43206.0,-3.0468,0.0284,0.4627,0.2694,0.2419,15.85,1.2569,43216.4,-0.0894,23,0,0.0315,0.0009,0.9932,5.4952,-0.0734,0,62.27,142.58,2.455,1,1,1,22.0,42710.0,SL,-1.148
2022-01-15 12:45:00,-1,42710.0,3.5494,0.033,0.9542,0.2913,0.3777,18.5,1.2097,43284.6,-4.6184,10,0,-0.0683,0.4372,0.4372,6.8062,-1.5821,0,30.63,257.59,2.89,1,0,0,69.0,43201.3,SL,-1.15
2022-01-15 14:45:00,1,43201.3,-2.9765,0.0088,0.5151,0.3687,0.1082,17.1,1.5576,43284.6,-0.523,8,0,0.0471,1.5356,2.2318,0.727,0.7491,1,63.25,273.02,2.334,1,1,0,79.0,43305.1,TP,0.24
2022-01-15 21:45:00,-1,43305.1,3.3898,0.1548,0.8267,0.3148,0.0253,28.6,1.1933,43799.0,-3.6224,28,0,0.0892,2.223,3.4244,0.6645,0.8606,1,46.76,51.14,1.216,1,0,0,69.0,43290.0,TP,0.035
2022-01-16 14:30:00,1,43290.0,-3.1646,0.2302,0.3351,0.4455,0.0819,18.27,0.9982,43374.2,-0.4366,67,0,0.0118,0.9744,0.9744,2.2817,-0.9723,0,59.03,235.31,1.902,1,1,0,74.0,42840.4,SL,-1.039
2022-01-16 19:45:00,-1,42840.4,2.8754,0.2385,0.35,0.2809,0.4472,19.12,0.8308,43477.9,-5.2967,21,0,-0.0681,0.6996,0.6996,3.5876,-0.1223,0,33.89,31.95,0.637,1,0,0,88.0,43189.0,SL,-0.814
2022-01-16 23:15:00,1,43189.0,-3.0482,0.3781,0.4499,0.2664,0.1366,13.86,0.9622,43272.2,-0.7231,14,0,-0.0105,0.3555,0.3555,5.0881,-0.9704,0,56.43,8.19,0.545,1,1,0,53.0,42895.9,SL,-0.679
2022-01-17 01:15:00,-1,42895.9,3.2638,0.3035,0.8197,0.2758,0.1113,15.1,0.8251,43272.2,-3.1812,8,0,-0.0512,2.2403,4.8889,0.7042,0.1685,1,40.32,92.02,2.777,1,0,0,55.0,42080.1,TP,1.902
2022-01-17 22:45:00,1,42080.1,-3.345,0.8715,0.1723,0.5055,0.0145,46.9,1.053,42372.0,-1.3721,86,0,-0.0851,1.6683,1.6683,0.4917,-0.0791,0,49.31,40.17,0.834,-1,0,0,89.0,41754.2,SL,-0.774
2022-01-18 08:15:00,-1,41754.2,2.3947,0.6818,0.0516,0.3333,0.2985,19.89,1.35,42339.4,-4.2046,38,0,-0.1452,2.1547,2.4651,2.1253,0.747,1,32.67,118.92,1.645,-1,1,0,62.0,42393.5,SL,-1.531
2022-01-18 21:30:00,1,42393.5,-2.7623,0.6501,0.7819,0.4387,0.4,26.39,0.8432,42292.9,0.541,53,0,0.1551,1.5944,1.5944,1.2013,-0.0906,0,72.89,49.14,1.779,-1,0,0,100.0,41705.9,SL,-1.622
2022-01-19 03:45:00,-1,41705.9,2.6533,0.651,0.3376,0.4309,0.4479,30.2,2.1345,42592.2,-4.9318,25,0,0.0158,0.6082,3.1489,0.8208,0.8114,1,30.56,478.49,6.599,1,0,0,84.0,41905.5,SL,-0.479
2022-01-19 11:15:00,1,41905.5,-3.5112,0.7297,0.1221,0.5386,0.077,32.08,1.353,42175.6,-1.1966,30,0,0.0295,1.8873,2.9572,0.9463,-0.1692,0,58.77,134.09,0.8,-1,0,0,67.0,41834.6,SL,-0.169
2022-01-19 16:15:00,-1,41834.6,3.2618,0.4508,0.8923,0.5356,0.0295,27.03,0.6672,42573.0,-3.2956,20,0,0.0695,0.5441,1.2537,2.3003,0.1511,1,45.0,68.51,0.793,1,0,0,39.0,42085.5,SL,-0.6
2022-01-20 11:15:00,1,42085.5,-3.4593,0.7903,0.1114,0.2706,0.0483,15.19,1.182,42235.5,-1.3172,76,0,0.0464,3.3888,12.3953,1.3682,2.8782,1,55.36,23.97,0.729,1,1,1,25.0,42720.5,TP,1.509
2022-01-20 20:45:00,-1,42720.5,3.3125,0.4412,0.8058,0.4127,0.3461,34.25,1.022,43497.0,-4.4039,38,0,0.1276,12.1188,17.0167,0.0284,6.9316,1,45.26,79.74,0.935,1,0,0,76.0,38667.8,TP,9.487
