时间,信号,出入场,入场后最高值,最低值,止盈止损,盈亏,4h方向,前20根_涨跌幅,前20根_ATR变化,前20根_ER变化,前20根_ADX变化,前20根_ST距离变化,前50根_ST翻转次数,前50根_高低点次数,前50根_趋势持续时间,前100根_趋势生命周期,前100根_横盘周期,前100根_波动周期,行情状态,行情状态_中文,分类置信度,可交易,ER估算,ADX估算,ADX斜率
2026/2/23 18:00,-1,64627.8->64431.1,65181.7,62500.2,TP,0.304,-1,-4.2254,0.5763,0.2481,10.1609,-1.0199,3,11,1,7,73,2,panic_release,恐慌释放期,75,True,0.498,35.2,10.2
2026/2/24 19:00,1,64431.1->66830.4,69999.9,63828.5,TP,3.724,-1,-0.3596,0.051,0.0096,4.5345,5.7477,3,8,1,6,52,0,consolidation,震荡吸收期,50,False,0.26,29.5,4.5
2026/2/26 17:00,-1,66830.4->66358.7,68221.0,63020.1,TP,0.706,1,-3.3079,-0.0973,-0.0223,-11.5751,-5.9744,2,13,1,6,6,0,consolidation,震荡吸收期,50,False,0.228,13.4,-11.6
2026/2/28 19:00,1,66358.7->66859.1,70100.0,65051.5,TP,0.754,-1,0.0506,0.3372,-0.2911,2.5463,5.2536,1,12,1,4,20,0,consolidation,震荡吸收期,50,False,0.0,27.5,2.5
2026/3/3 10:00,-1,66859.1->71022.4,71184.8,66149.5,SL,-6.227,1,-0.7777,-0.0874,0.0287,8.8361,-5.6962,1,14,1,3,31,0,consolidation,震荡吸收期,50,False,0.279,33.8,8.8
2026/3/4 8:00,1,71022.4->70996.7,74096.0,69137.4,SL,-0.036,1,3.1184,0.0866,-0.0225,-4.1973,5.7057,2,15,1,4,39,0,trend_continuation,趋势延续期,70,False,0.228,20.8,-4.2
2026/3/5 18:00,-1,70996.7->67270.8,71566.0,65616.3,TP,5.248,1,-2.7544,0.0056,-0.0834,-11.8446,-5.4041,2,13,1,4,40,0,consolidation,震荡吸收期,50,False,0.167,13.2,-11.8
2026/3/9 6:00,1,67270.8->71048.1,73893.0,66880.0,TP,5.615,-1,0.0177,0.4325,0.0047,-16.5455,3.4868,1,12,1,3,1,0,consolidation,震荡吸收期,50,False,0.255,8.5,-16.5
2026/3/13 18:00,-1,71048.1->71492.3,71790.7,70320.0,SL,-0.625,1,1.2183,0.3416,-0.0985,13.7939,-5.5277,1,14,1,2,50,0,trend_initiation,趋势启动期,75,True,0.151,38.8,13.8
2026/3/15 5:00,1,71492.3->72354,76011.8,71259.2,TP,1.205,1,1.5166,-0.1862,-0.2186,1.0257,6.4042,2,13,1,3,78,0,consolidation,震荡吸收期,50,False,0.031,26.0,1.0
2026/3/18 12:00,-1,72354->70743,72979.7,67360.1,TP,2.227,1,-1.6297,-0.1972,0.1988,-6.901,-4.9284,1,12,1,3,33,0,consolidation,震荡吸收期,50,False,0.449,18.1,-6.9
2026/3/23 12:00,1,70743->69239.9,71809.4,68924.0,SL,-2.125,-1,1.9362,0.6064,-0.2565,2.3431,5.1587,1,13,1,2,40,1,consolidation,震荡吸收期,50,False,0.0,27.3,2.3
2026/3/24 17:00,-1,69239.9->70987.9,71344.0,68924.0,SL,-2.525,1,-1.9446,-0.1445,-0.0029,-9.2352,-6.0383,2,13,1,3,38,9,consolidation,震荡吸收期,50,False,0.247,15.8,-9.2
2026/3/25 6:00,1,70987.9->70109.2,72012.0,69868.0,SL,-1.238,1,-0.212,-0.0451,0.0117,-5.8548,-0.1559,3,12,1,4,32,9,consolidation,震荡吸收期,50,False,0.262,19.1,-5.9
2026/3/26 6:00,-1,70109.2->67618,70173.9,65000.0,TP,3.553,1,-2.0524,0.0279,-0.0956,-4.9298,-6.8228,3,13,1,5,32,9,consolidation,震荡吸收期,50,False,0.154,20.1,-4.9
2026/3/30 4:00,1,67618->66363.4,68414.0,66000.0,SL,-1.855,-1,0.6798,0.4213,0.0313,-0.8809,4.5872,1,12,1,3,34,0,consolidation,震荡吸收期,50,False,0.281,24.1,-0.9
2026/3/31 10:00,-1,66363.4->68271.9,68588.0,66100.5,SL,-2.876,-1,-2.4635,0.1246,-0.0032,0.8243,-6.1538,2,15,1,3,54,0,trend_continuation,趋势延续期,70,False,0.247,25.8,0.8
2026/3/31 21:00,1,68271.9->66585.2,69318.0,66500.5,SL,-2.471,-1,0.4772,0.1435,0.0525,4.6408,0.865,3,15,1,4,64,4,consolidation,震荡吸收期,50,False,0.302,29.6,4.6
2026/4/2 3:00,-1,66585.2->67355.6,67545.7,65701.7,SL,-1.157,1,-2.6647,0.0157,0.0741,-12.2867,-5.7247,3,13,1,5,68,1,consolidation,震荡吸收期,50,False,0.324,12.7,-12.3
2026/4/4 16:00,1,67355.6->66822.8,67544.6,66606.7,SL,-0.791,1,0.8287,-0.139,0.3624,10.6309,4.8908,1,15,1,4,48,3,consolidation,震荡吸收期,50,False,0.612,35.6,10.6
2026/4/5 7:00,-1,66822.8->67412.5,67866.6,66687.6,SL,-0.882,1,-0.5357,0.0486,0.0312,3.9154,-1.8689,2,13,1,4,40,3,consolidation,震荡吸收期,50,False,0.281,28.9,3.9
2026/4/5 18:00,1,67412.5->68676.7,70344.8,67274.7,TP,1.875,1,-0.0384,0.1203,-0.496,-9.9842,0.2651,3,12,1,5,40,12,consolidation,震荡吸收期,50,False,0.0,15.0,-10.0
2026/4/7 2:00,-1,68676.7->71511.9,71525.8,67730.1,SL,-4.128,1,-0.8402,0.1379,-0.2931,-11.4195,-5.7951,3,15,1,5,33,3,consolidation,震荡吸收期,50,False,0.0,13.6,-11.4
2026/4/7 22:00,1,71511.9->71761.7,73807.2,69921.9,TP,0.349,1,1.8131,0.0973,0.2091,-13.6499,5.9191,2,17,1,6,18,10,consolidation,震荡吸收期,50,False,0.459,11.4,-13.6
2026/4/12 2:00,-1,71761.7->71868.1,72458.7,70505.9,SL,-0.148,1,-1.5437,0.2244,0.0082,-3.8675,-7.0559,1,12,1,2,0,2,trend_continuation,趋势延续期,70,False,0.258,21.1,-3.9
2026/4/13 15:00,1,71868.1->73742.8,76048.1,71650.0,TP,2.609,-1,1.8337,0.1998,-0.2267,-12.4052,6.6095,2,10,1,3,0,5,consolidation,震荡吸收期,50,False,0.023,12.6,-12.4
2026/4/15 7:00,-1,73742.8->75223.1,75535.0,73302.8,SL,-2.007,1,-0.6523,0.061,-0.3918,-17.7278,-5.7883,2,13,1,4,0,11,consolidation,震荡吸收期,50,False,0.0,7.3,-17.7
2026/4/16 20:00,1,75223.1->76218.8,78344.3,74537.4,TP,1.324,1,0.7256,0.1822,-0.0076,-4.6004,3.2909,2,14,1,4,12,0,consolidation,震荡吸收期,50,False,0.242,20.4,-4.6
2026/4/18 12:00,-1,76218.8->75264.2,76367.9,73717.9,TP,1.252,1,-2.3195,-0.308,0.0832,-5.2207,-5.5775,2,13,1,4,28,0,consolidation,震荡吸收期,50,False,0.333,19.8,-5.2
2026/4/20 13:00,1,75264.2->75694.7,76954.1,74703.8,TP,0.572,-1,0.6645,0.0176,-0.2735,-4.8328,5.5865,2,11,1,4,20,0,consolidation,震荡吸收期,50,False,0.0,20.2,-4.8
2026/4/21 20:00,-1,75694.7->77526.2,77744.0,74975.1,SL,-2.42,-1,-1.4075,0.1535,-0.1322,-3.8787,-6.3067,2,11,1,4,0,0,consolidation,震荡吸收期,50,False,0.118,21.1,-3.9
2026/4/22 3:00,1,77526.2->77698.2,79462.3,77180.0,TP,0.222,-1,2.0049,0.2642,0.0563,-2.3331,1.0302,3,11,1,5,5,0,trend_continuation,趋势延续期,70,False,0.306,22.7,-2.3
2026/4/23 11:00,-1,77698.2->78000.8,78666.2,76953.8,SL,-0.389,1,-2.3499,-0.0276,-0.5056,-12.991,-6.4026,3,10,1,5,6,0,consolidation,震荡吸收期,50,False,0.0,12.0,-13.0
2026/4/26 6:00,1,78000.8->77611,79488.0,77459.3,SL,-0.5,1,0.2521,0.021,-0.0269,4.0825,5.0378,1,16,1,4,55,0,consolidation,震荡吸收期,50,False,0.223,29.1,4.1
2026/4/27 7:00,-1,77611->77288.4,78261.2,75660.1,TP,0.416,1,-0.4937,0.4286,-0.3347,15.7536,-6.0025,2,19,1,4,61,0,consolidation,震荡吸收期,50,False,0.0,40.8,15.8
2026/4/29 5:00,1,77288.4->75922.2,77891.7,75714.0,SL,-1.768,-1,0.8682,-0.0156,-0.1828,4.4921,6.4947,2,14,1,4,37,3,consolidation,震荡吸收期,50,False,0.067,29.5,4.5
2026/4/29 15:00,-1,75922.2->77045.3,77456.0,74943.7,SL,-1.479,-1,0.3177,0.0934,-0.2997,-8.7341,-1.0884,2,14,1,5,27,1,consolidation,震荡吸收期,50,False,0.0,16.3,-8.7
2026/5/1 4:00,1,77045.3->78790,80622.0,76875.0,TP,2.265,-1,1.3953,-0.0942,0.1626,-10.2325,5.4195,3,14,1,5,14,0,consolidation,震荡吸收期,50,False,0.413,14.8,-10.2
2026/5/4 11:00,-1,78790->80889.3,81088.6,78500.0,SL,-2.664,1,0.346,0.424,-0.042,8.9515,-5.8091,1,12,1,3,15,1,consolidation,震荡吸收期,50,False,0.208,34.0,9.0
2026/5/5 3:00,1,80889.3->81171.4,82842.0,80441.8,TP,0.349,1,1.0817,0.0519,-0.1274,-12.3785,1.3866,2,14,1,4,6,15,consolidation,震荡吸收期,50,False,0.123,12.6,-12.4
2026/5/7 1:00,-1,81171.4->80811.6,81705.5,79164.5,TP,0.443,1,-0.3702,-0.0001,-0.1402,-10.2321,-5.3651,2,11,1,4,6,6,consolidation,震荡吸收期,50,False,0.11,14.8,-10.2
2026/5/9 17:00,1,80811.6->80820,82473.6,80280.1,TP,0.01,1,0.4518,-0.1721,0.1607,-3.9278,3.7808,1,17,1,3,42,0,consolidation,震荡吸收期,50,False,0.411,21.1,-3.9
2026/5/11 4:00,-1,80820->81292,82134.9,78760.1,SL,-0.584,1,-0.1184,0.4372,-0.3294,2.184,-6.3825,2,13,1,4,39,0,consolidation,震荡吸收期,50,False,0.0,27.2,2.2
2026/5/14 15:00,1,81292->79158.4,82048.1,78650.0,SL,-2.625,-1,1.6593,0.076,0.1152,-5.1553,6.119,1,13,1,3,24,0,consolidation,震荡吸收期,50,False,0.365,19.8,-5.2
2026/5/15 14:00,-1,79158.4->77501.9,79572.8,76053.0,TP,2.093,-1,-3.473,0.0016,0.124,-11.2708,-7.2674,2,14,1,3,29,0,consolidation,震荡吸收期,50,False,0.374,13.7,-11.3
2026/5/20 21:00,1,77501.9->77262.8,78200.0,76734.5,SL,-0.309,-1,1.1696,0.0396,0.2727,0.2471,5.2132,1,9,1,2,39,0,consolidation,震荡吸收期,50,False,0.523,25.2,0.2
2026/5/21 15:00,-1,77262.8->75986.4,78100.0,74258.6,TP,1.652,-1,-0.8936,-0.0137,-0.1345,2.9301,-3.087,2,12,1,3,57,0,consolidation,震荡吸收期,50,False,0.115,27.9,2.9
2026/5/23 19:00,1,75986.4->76807.7,77529.3,75779.5,TP,1.081,-1,0.4122,-0.0945,-0.6331,5.7026,6.5567,1,12,1,4,74,0,consolidation,震荡吸收期,50,False,0.0,30.7,5.7
2026/5/24 22:00,-1,76807.7->77400,77660.4,76132.7,SL,-0.771,1,-0.8757,-0.0813,-0.0531,-13.8654,-6.8222,2,12,1,5,47,0,consolidation,震荡吸收期,50,False,0.197,11.1,-13.9
2026/5/25 7:00,1,77400->76755.8,77906.8,76567.7,SL,-0.832,1,0.1403,0.0543,-0.3817,-20.1567,-0.2048,3,12,1,5,42,0,consolidation,震荡吸收期,50,False,0.0,4.8,-20.2
2026/5/26 1:00,-1,76755.8->73978.5,78084.5,72508.0,TP,3.618,1,-0.8079,-0.03,0.138,2.4037,-3.5192,3,13,1,5,24,0,consolidation,震荡吸收期,50,False,0.388,27.4,2.4
2026/5/29 17:00,1,73978.5->73712.1,74335.0,73185.0,SL,-0.36,-1,0.3042,0.0312,0.0041,-14.4987,4.1382,1,16,1,3,22,0,consolidation,震荡吸收期,50,False,0.254,10.5,-14.5
2026/5/31 17:00,-1,73712.1->62857.1,74210.9,59111.2,TP,14.726,-1,-0.614,0.0366,0.0811,0.7248,-6.1918,2,14,1,3,34,0,consolidation,震荡吸收期,50,False,0.331,25.7,0.7
2026/6/7 8:00,1,62857.1->61131.3,64381.9,61040.0,SL,-2.746,-1,2.2297,-0.4716,0.4161,-9.7165,5.9748,1,13,1,2,0,1,consolidation,震荡吸收期,50,False,0.666,15.3,-9.7
2026/6/9 15:00,-1,61131.3->62228.4,62857.1,60687.2,SL,-1.795,-1,-2.8823,-0.0028,0.4366,-7.6671,-5.8077,1,13,1,3,12,22,consolidation,震荡吸收期,50,False,0.687,17.3,-7.7
2026/6/10 16:00,1,62228.4->63735,64758.8,61105.3,TP,2.421,-1,0.7504,0.156,0.0206,2.0985,4.586,2,12,1,4,12,1,consolidation,震荡吸收期,50,False,0.271,27.1,2.1
2026/6/14 17:00,-1,63735->65423.9,65680.0,63683.9,SL,-2.65,1,-0.8145,-0.0203,-0.0986,2.7263,-6.3727,1,13,1,3,25,3,consolidation,震荡吸收期,50,False,0.151,27.7,2.7
2026/6/14 22:00,1,65423.9->66162.8,67300.0,64946.8,TP,1.129,1,1.2808,0.2166,-0.1721,-6.0808,1.7614,2,13,1,3,25,2,consolidation,震荡吸收期,50,False,0.078,18.9,-6.1
2026/6/16 3:00,-1,66162.8->65863.4,66994.9,64560.6,TP,0.453,1,0.1022,-0.0172,-0.2438,-9.0161,-6.2944,3,10,1,4,15,0,consolidation,震荡吸收期,50,False,0.006,16.0,-9.0
2026/6/17 16:00,1,65863.4->64432.1,66436.1,64042.2,SL,-2.173,1,-0.1697,0.0947,-0.0585,1.4604,6.3865,2,11,1,5,15,0,consolidation,震荡吸收期,50,False,0.192,26.5,1.5
2026/6/17 20:00,-1,64432.1->63343.5,64811.9,62270.0,TP,1.69,-1,-2.1483,0.5249,0.2437,4.1948,-0.6667,3,12,1,6,15,2,trend_initiation,趋势启动期,75,True,0.494,29.2,4.2
2026/6/20 2:00,1,63343.5->63899.9,64594.0,63200.0,TP,0.878,-1,1.0933,-0.0908,0.0282,-12.6692,5.3589,1,14,1,5,20,3,consolidation,震荡吸收期,50,False,0.278,12.3,-12.7
2026/6/22 0:00,-1,63899.9->64261.2,64834.4,63313.1,SL,-0.565,-1,-1.509,0.1185,0.1661,-7.6769,-6.0954,2,16,1,3,11,8,consolidation,震荡吸收期,50,False,0.416,17.3,-7.7
2026/6/22 2:00,1,64261.2->63402.1,65629.5,63360.0,SL,-1.337,-1,0.468,0.3077,-0.1616,-10.0978,0.9702,3,16,1,4,11,6,consolidation,震荡吸收期,50,False,0.088,14.9,-10.1
2026/6/23 5:00,-1,63402.1->61723.8,63737.3,59107.0,TP,2.647,-1,-0.8126,0.0105,0.1304,-0.387,-6.1407,3,12,1,5,33,0,consolidation,震荡吸收期,50,False,0.38,24.6,-0.4
2026/6/25 6:00,1,61723.8->59468.7,61964.2,58110.0,SL,-3.654,-1,-1.3634,0.3615,0.1231,2.6249,6.4739,2,12,1,5,29,9,consolidation,震荡吸收期,50,False,0.373,27.6,2.6
2026/6/25 14:00,-1,59468.7->60299.9,60947.7,58297.3,SL,-1.398,-1,-2.2013,0.2265,-0.3486,-11.8659,-2.0389,2,11,1,6,31,8,consolidation,震荡吸收期,50,False,0.0,13.1,-11.9
2026/6/29 18:00,1,60299.9->58742.9,60595.2,58221.5,SL,-2.582,-1,2.2761,0.3432,-0.1814,1.5959,5.9024,1,17,1,2,56,17,consolidation,震荡吸收期,50,False,0.069,26.6,1.6
2026/6/30 13:00,-1,58742.9->59931.3,60545.4,57809.4,SL,-2.023,-1,-3.3221,-0.367,0.1632,3.5159,-6.5368,2,16,1,3,64,12,trend_running,趋势运行期,80,True,0.413,28.5,3.5
2026/7/1 16:00,1,59931.3->62824.6,63999.8,59582.6,TP,4.828,-1,2.416,0.2273,0.0208,-2.1102,5.6907,3,14,1,4,42,0,trend_continuation,趋势延续期,70,False,0.271,22.9,-2.1
2026/7/6 10:00,-1,62824.6->63735.2,63862.9,61318.3,SL,-1.449,1,-0.2342,0.1309,-0.1232,-3.7915,-4.6245,1,11,1,2,3,12,consolidation,震荡吸收期,50,False,0.127,21.2,-3.8
2026/7/6 16:00,1,63735.2->62799.5,64706.3,62535.7,SL,-1.468,1,1.2937,0.5284,0.0135,1.5692,3.3529,2,12,1,3,6,8,trend_continuation,趋势延续期,70,False,0.264,26.6,1.6
2026/7/8 4:00,-1,62799.5->63220,63500.0,61548.4,SL,-0.67,1,-0.5313,0.1296,-0.1851,0.4142,-3.7589,3,12,1,4,30,5,consolidation,震荡吸收期,50,False,0.065,25.4,0.4
2026/7/9 18:00,1,63220->63830.2,64694.9,62920.1,TP,0.965,1,1.2808,0.104,0.0684,-5.5299,5.1409,2,16,1,5,32,0,consolidation,震荡吸收期,50,False,0.318,19.5,-5.5
2026/7/12 0:00,-1,63830.2->63845.2,64424.9,61830.0,SL,-0.023,1,-0.5179,-0.0559,0.1715,-1.1465,-6.6712,1,12,1,4,10,0,consolidation,震荡吸收期,50,False,0.421,23.9,-1.1
2026/7/14 13:00,1,63845.2->64132.3,65600.0,63586.7,TP,0.45,-1,3.3325,-0.0596,0.0143,-5.768,8.1763,1,16,1,3,35,0,consolidation,震荡吸收期,50,False,0.264,19.2,-5.8
2026/7/16 8:00,-1,64132.3->64258.5,64897.1,62536.4,SL,-0.197,1,-1.4218,0.0056,0.0113,-13.0658,-6.9734,2,15,1,3,37,0,consolidation,震荡吸收期,50,False,0.261,11.9,-13.1
2026/7/17 18:00,1,64258.5->63922.1,65111.1,63762.4,SL,-0.524,-1,0.1316,0.1296,-0.1595,9.6708,6.6222,2,12,1,4,15,0,consolidation,震荡吸收期,50,False,0.09,34.7,9.7
2026/7/20 6:00,-1,63922.1->64649.6,65076.4,63762.4,SL,-1.138,-1,-0.7149,0.247,-0.2042,-7.0437,-3.8906,1,11,1,4,35,0,consolidation,震荡吸收期,50,False,0.046,18.0,-7.0
2026/7/20 12:00,1,64649.6->65960.1,66955.0,64077.9,TP,2.027,-1,0.7189,0.3267,-0.0381,-2.3427,2.6511,2,10,1,4,32,0,consolidation,震荡吸收期,50,False,0.212,22.7,-2.3
2026/7/22 13:00,-1,65960.1->64397.4,66385.4,63740.0,TP,2.369,1,-0.8718,-0.0916,0.0447,-20.0938,-4.7123,2,12,1,4,14,6,consolidation,震荡吸收期,50,False,0.295,4.9,-20.1
2026/7/25 19:00,1,64397.4->64561,65750.0,64266.3,TP,0.254,-1,0.4246,-0.1494,-0.2733,-4.2821,6.484,1,9,1,3,26,0,consolidation,震荡吸收期,50,False,0.0,20.7,-4.3
2026/7/27 15:00,-1,64561->64561.1,65099.3,62741.1,SL,0.0,-1,-0.0107,0.3593,-0.268,6.9585,-5.2912,2,13,1,3,19,7,consolidation,震荡吸收期,50,False,0.0,32.0,7.0
2026/7/29 7:00,1,64561.1->63520.6,64751.6,63372.8,SL,-1.612,-1,1.5409,0.0856,-0.09,-9.4076,6.4966,2,14,1,4,17,26,consolidation,震荡吸收期,50,False,0.16,15.6,-9.4
2026/7/29 20:00,-1,63520.6->64679.1,65180.0,63261.6,SL,-1.824,-1,-0.581,0.2896,-0.1303,-12.2754,-2.1969,2,14,1,5,29,1,consolidation,震荡吸收期,50,False,0.12,12.7,-12.3
2026/7/30 14:00,1,64679.1->63826.6,65423.7,63815.9,SL,-1.318,-1,0.8043,-0.1723,0.0368,1.2301,1.16,3,14,1,5,37,3,consolidation,震荡吸收期,50,False,0.287,26.2,1.2
2026/7/31 8:00,-1,63826.6->63462.6,64012.2,62268.5,TP,0.57,-1,-1.4886,0.0028,0.095,14.1377,-3.0587,4,17,1,6,33,2,consolidation,震荡吸收期,50,False,0.345,39.1,14.1
2026/8/2 3:00,1,63462.6->62794,63799.3,62771.7,SL,-1.054,-1,0.6217,0.0549,-0.0988,3.8814,6.9612,2,13,1,6,45,5,consolidation,震荡吸收期,50,False,0.151,28.9,3.9
2026/8/3 4:00,-1,62794->63964.5,63990.0,62300.0,SL,-1.864,-1,-0.5091,0.0823,0.2311,-4.2854,-4.3112,2,9,1,5,46,6,consolidation,震荡吸收期,50,False,0.481,20.7,-4.3
2026/8/3 14:00,1,63964.5->64784.7,65388.0,63137.3,TP,1.282,-1,-0.0524,0.1915,-0.2615,5.3897,1.6747,3,8,1,6,40,4,consolidation,震荡吸收期,50,False,0.0,30.4,5.4
2026/8/9 4:00,-1,64784.7->65264.5,65300.0,64773.1,SL,-0.741,1,-0.3061,-0.0621,-0.0502,-0.0939,-5.9025,1,12,1,2,45,0,consolidation,震荡吸收期,50,False,0.2,24.9,-0.1
2026/8/9 14:00,1,65264.5->64971.8,65490.3,64826.2,SL,-0.448,1,0.2667,-0.0068,-0.1375,0.0707,1.753,2,12,1,3,55,0,consolidation,震荡吸收期,50,False,0.112,25.1,0.1
2026/8/10 0:00,-1,64971.8->64125.9,65388.0,63237.6,TP,1.302,1,0.1769,0.0898,-0.1454,7.698,-0.3251,3,11,1,4,56,0,consolidation,震荡吸收期,50,False,0.105,32.7,7.7
2026/8/12 12:00,1,64125.9->63445.9,64496.9,63318.9,SL,-1.06,-1,1.1406,-0.0781,-0.0231,-6.193,6.4979,1,13,1,5,31,3,consolidation,震荡吸收期,50,False,0.227,18.8,-6.2
2026/8/12 15:00,-1,63445.9->63155.2,64014.2,62521.8,TP,0.458,-1,-0.2671,0.0208,-0.1864,-9.8143,-1.6241,2,13,1,6,28,2,consolidation,震荡吸收期,50,False,0.064,15.2,-9.8
2026/8/16 17:00,1,63155.2->62917.2,63277.0,62715.7,SL,-0.377,-1,0.1587,-0.0218,0.1261,4.3668,4.8877,1,14,1,3,78,0,consolidation,震荡吸收期,50,False,0.376,29.4,4.4
2026/8/16 22:00,-1,62917.2->63426.9,63520.8,62715.7,SL,-0.81,-1,-0.3088,0.0538,0.1752,9.6386,-1.1094,2,13,1,3,77,1,consolidation,震荡吸收期,50,False,0.425,34.6,9.6
2026/8/17 3:00,1,63426.9->76099.7,79515.7,63287.8,TP,19.98,-1,0.5512,0.2004,0.1951,7.8704,6.7056,3,12,1,4,72,4,consolidation,震荡吸收期,50,False,0.445,32.9,7.9
2026/8/23 6:00,-1,76099.7->77604.4,78065.7,75883.3,SL,-1.977,1,-1.1821,-0.3516,0.212,-16.98,-4.215,1,15,1,2,10,5,consolidation,震荡吸收期,50,False,0.462,8.0,-17.0
2026/8/23 22:00,1,77604.4->79251.1,81280.0,76681.1,TP,2.122,1,0.9882,0.0588,-0.0014,-1.4017,0.9836,2,15,1,3,22,5,consolidation,震荡吸收期,50,False,0.249,23.6,-1.4
2026/8/25 14:00,-1,79251.1->80003.4,80523.5,77615.1,SL,-0.949,1,-0.3528,-0.0697,-0.158,0.8758,-5.6069,2,13,1,4,39,9,consolidation,震荡吸收期,50,False,0.092,25.9,0.9
2026/8/27 9:00,1,80003.4->79573.6,81499.9,78907.4,SL,-0.537,1,1.6766,-0.1285,0.1736,-9.3816,6.1186,2,16,1,5,37,3,consolidation,震荡吸收期,50,False,0.424,15.6,-9.4
2026/8/28 10:00,-1,79573.6->78859.1,79839.3,76888.0,TP,0.898,1,-1.1505,-0.1772,-0.3148,1.9512,-5.9439,2,13,1,4,17,3,consolidation,震荡吸收期,50,False,0.0,27.0,2.0
2026/8/30 13:00,1,78859.1->77940.5,79401.4,77000.0,SL,-1.165,1,0.8751,-0.0521,0.106,-15.7099,5.3352,1,17,1,4,23,2,consolidation,震荡吸收期,50,False,0.356,9.3,-15.7
2026/8/31 0:00,-1,77940.5->78740.1,79256.0,77385.5,SL,-1.026,1,-0.5592,0.3549,-0.224,9.4615,-1.6293,2,16,1,5,26,4,consolidation,震荡吸收期,50,False,0.026,34.5,9.5
2026/9/1 6:00,1,78740.1->77270,79175.3,77231.3,SL,-1.867,1,0.5965,-0.0617,0.1512,-8.7972,4.3241,3,10,1,5,33,4,consolidation,震荡吸收期,50,False,0.401,16.2,-8.8
2026/9/1 17:00,-1,77270->78649.7,78787.1,76261.0,SL,-1.786,1,-1.7323,-0.0084,-0.0122,-1.5349,-2.831,3,9,1,5,43,4,trend_continuation,趋势延续期,70,False,0.238,23.5,-1.5
2026/9/3 12:00,1,78649.7->79380.1,82285.0,77883.4,TP,0.929,-1,0.9844,-0.1433,0.126,-13.7432,4.6658,2,14,1,6,43,0,consolidation,震荡吸收期,50,False,0.376,11.3,-13.7
2026/9/4 13:00,-1,79380.1->80159.1,80555.4,78650.0,SL,-0.981,1,-1.9699,0.0291,-0.2886,10.8581,-7.2981,2,13,1,5,38,0,consolidation,震荡吸收期,50,False,0.0,35.9,10.9
2026/9/7 0:00,1,80159.1->79428,80441.4,79000.0,SL,-0.912,1,0.5924,0.0934,0.011,2.9269,5.2903,1,14,1,4,48,9,consolidation,震荡吸收期,50,False,0.261,27.9,2.9
2026/9/7 8:00,-1,79428->79699.6,79768.0,77624.6,SL,-0.342,1,-0.6616,0.1923,0.1282,1.7257,-1.0383,2,13,1,5,56,22,consolidation,震荡吸收期,50,False,0.378,26.7,1.7
2026/9/9 8:00,1,79699.6->78320.1,79768.0,77930.0,SL,-1.731,1,1.0347,0.0214,0.0411,-7.8777,5.6691,2,12,1,4,52,1,consolidation,震荡吸收期,50,False,0.291,17.1,-7.9
2026/9/9 20:00,-1,78320.1->79251.4,79331.7,76001.0,SL,-1.189,1,-0.6916,0.1858,0.017,-7.3979,-1.8698,2,12,1,5,47,5,consolidation,震荡吸收期,50,False,0.267,17.6,-7.4
2026/9/11 13:00,1,79251.4->76798.8,79896.3,76562.7,SL,-3.095,-1,0.899,0.0675,0.006,-6.5642,5.5642,2,11,1,4,6,0,consolidation,震荡吸收期,50,False,0.256,18.4,-6.6
2026/9/13 9:00,-1,76798.8->77327.3,77418.8,76500.0,SL,-0.688,-1,-0.7204,-0.0506,0.2369,3.6659,-5.7317,2,14,1,5,33,10,consolidation,震荡吸收期,50,False,0.487,28.7,3.7
2026/9/13 17:00,1,77327.3->76836,77452.1,76630.9,SL,-0.635,-1,0.0395,0.0874,0.04,14.0561,1.6079,2,13,1,5,35,10,consolidation,震荡吸收期,50,False,0.29,39.1,14.1
2026/9/13 23:00,-1,76836->77593.4,77864.3,76394.9,SL,-0.986,-1,-0.6147,0.1332,0.1473,10.3676,-5.5032,3,14,1,6,39,11,consolidation,震荡吸收期,50,False,0.397,35.4,10.4
2026/9/14 3:00,1,77593.4->77915.9,79600.0,77378.0,TP,0.416,-1,0.6082,0.2727,-0.0275,12.1013,2.7495,4,14,1,6,39,12,consolidation,震荡吸收期,50,False,0.223,37.1,12.1
2026/9/15 1:00,-1,77915.9->77379.5,78085.6,74955.5,TP,0.688,1,0.4409,0.1273,-0.2228,13.5615,-6.4187,5,13,1,7,48,13,consolidation,震荡吸收期,50,False,0.027,38.6,13.6
2026/9/18 3:00,1,77379.5->80490.4,81953.1,76976.1,TP,4.02,-1,0.6825,-0.1046,0.1672,-6.386,4.4528,1,16,1,4,32,6,consolidation,震荡吸收期,50,False,0.417,18.6,-6.4
2026/9/20 3:00,-1,80490.4->81158,81500.0,80133.4,SL,-0.829,1,-0.933,-0.0517,-0.2689,-17.2367,-7.009,2,12,1,3,28,1,consolidation,震荡吸收期,50,False,0.0,7.8,-17.2
2026/9/20 17:00,1,81158->84000.1,87399.0,80588.0,TP,3.502,1,0.2959,0.0222,-0.0291,-23.4783,2.7151,2,13,1,4,28,5,consolidation,震荡吸收期,50,False,0.221,1.5,-23.5
