时间,信号,出入场,入场后最高值,最低值,止盈止损,盈亏,4h方向,趋势区间,区间置信度,区间可交易,1h_MA30斜率,4h_MA30斜率,1h_MA30距离,4h_MA30距离,前20根_涨跌幅,前20根_ATR变化,前20根_ER变化,前20根_ADX变化,前20根_ST距离变化,前50根_ST翻转次数,前50根_高低点次数,前50根_趋势持续时间,前100根_趋势生命周期,前100根_横盘周期,前100根_波动周期
2026/2/23 18:00,-1,64627.8->64431.1,65181.7,62500.2,TP,0.304,-1,趋势运行期,90.29518345,TRUE,-1.1251,-0.4884,-2.5152,-3.8393,-4.2254,0.5763,0.2481,10.1609,-1.0199,3,11,1,7,73,2
2026/2/24 19:00,1,64431.1->66830.4,69999.9,63828.5,TP,3.724,-1,震荡吸收期,50,FALSE,-1.1048,-1.2252,0.5433,-3.2901,-0.3596,0.051,0.0096,4.5345,5.7477,3,8,1,6,52,0
2026/2/26 17:00,-1,66830.4->66358.7,68221,63020.1,TP,0.706,1,趋势运行期,89.79386097,TRUE,1.1929,-0.2632,-1.7235,0.8236,-3.3079,-0.0973,-0.0223,-11.5751,-5.9744,2,13,1,6,6,0
2026/2/28 19:00,1,66358.7->66859.1,70100,65051.5,TP,0.754,-1,震荡吸收期,50,FALSE,-1.1112,-0.5127,1.8545,0.6757,0.0506,0.3372,-0.2911,2.5463,5.2536,1,12,1,4,20,0
2026/3/3 10:00,-1,66859.1->71022.4,71184.8,66149.5,SL,-6.227,1,震荡吸收期,50,FALSE,0.87,0.3529,-1.3208,0.1764,-0.7777,-0.0874,0.0287,8.8361,-5.6962,1,14,1,3,31,0
2026/3/4 8:00,1,71022.4->70996.7,74096,69137.4,SL,-0.036,1,震荡吸收期,50,FALSE,-0.2076,0.4647,4.3982,5.9397,3.1184,0.0866,-0.0225,-4.1973,5.7057,2,15,1,4,39,0
2026/3/5 18:00,-1,70996.7->67270.8,71566,65616.3,TP,5.248,1,震荡吸收期,50,FALSE,1.0917,3.2178,-2.1221,2.9477,-2.7544,0.0056,-0.0834,-11.8446,-5.4041,2,13,1,4,40,0
2026/3/9 6:00,1,67270.8->71048.1,73893,66880,TP,5.615,-1,震荡吸收期,50,FALSE,-0.338,-0.5548,0.2855,-3.0744,0.0177,0.4325,0.0047,-16.5455,3.4868,1,12,1,3,1,0
2026/3/13 18:00,-1,71048.1->71492.3,71790.7,70320,SL,-0.625,1,震荡吸收期,50,FALSE,1.0562,1.7145,-0.2291,1.7281,1.2183,0.3416,-0.0985,13.7939,-5.5277,1,14,1,2,50,0
2026/3/15 5:00,1,71492.3->72354,76011.8,71259.2,TP,1.205,1,震荡吸收期,50,FALSE,-0.1014,1.3342,0.8886,1.2018,1.5166,-0.1862,-0.2186,1.0257,6.4042,2,13,1,3,78,0
2026/3/18 12:00,-1,72354->70743,72979.7,67360.1,TP,2.227,1,震荡吸收期,50,FALSE,-0.4099,1.3857,-2.2806,-0.3408,-1.6297,-0.1972,0.1988,-6.901,-4.9284,1,12,1,3,33,0
2026/3/23 12:00,1,70743->69239.9,71809.4,68924,SL,-2.125,-1,震荡吸收期,50,FALSE,-0.2828,-2.3186,3.1884,1.2541,1.9362,0.6064,-0.2565,2.3431,5.1587,1,13,1,2,40,1
2026/3/24 17:00,-1,69239.9->70987.9,71344,68924,SL,-2.525,1,趋势运行期,88.56491021,TRUE,0.8918,-0.4401,-2.0006,-0.9182,-1.9446,-0.1445,-0.0029,-9.2352,-6.0383,2,13,1,3,38,9
2026/3/25 6:00,1,70987.9->70109.2,72012,69868,SL,-1.238,1,震荡吸收期,50,FALSE,-0.0282,0.0543,0.7291,1.5495,-0.212,-0.0451,0.0117,-5.8548,-0.1559,3,12,1,4,32,9
2026/3/26 6:00,-1,70109.2->67618,70173.9,65000,TP,3.553,1,震荡吸收期,50,FALSE,0.4467,0.1469,-1.2943,0.1359,-2.0524,0.0279,-0.0956,-4.9298,-6.8228,3,13,1,5,32,9
2026/3/30 4:00,1,67618->66363.4,68414,66000,SL,-1.855,-1,震荡吸收期,50,FALSE,-0.1095,-1.8617,1.4796,-0.4409,0.6798,0.4213,0.0313,-0.8809,4.5872,1,12,1,3,34,0
2026/3/31 10:00,-1,66363.4->68271.9,68588,66100.5,SL,-2.876,-1,震荡吸收期,50,FALSE,0.3272,-1.755,-1.3569,-1.0957,-2.4635,0.1246,-0.0032,0.8243,-6.1538,2,15,1,3,54,0
2026/3/31 21:00,1,68271.9->66585.2,69318,66500.5,SL,-2.471,-1,震荡吸收期,50,FALSE,-0.0714,-1.3827,1.5928,1.9312,0.4772,0.1435,0.0525,4.6408,0.865,3,15,1,4,64,4
2026/4/2 3:00,-1,66585.2->67355.6,67545.7,65701.7,SL,-1.157,1,趋势运行期,90.34722096,TRUE,0.1831,0.247,-2.42,-1.0096,-2.6647,0.0157,0.0741,-12.2867,-5.7247,3,13,1,5,68,1
2026/4/4 16:00,1,67355.6->66822.8,67544.6,66606.7,SL,-0.791,1,震荡吸收期,50,FALSE,0.1995,0.0681,0.5776,0.0504,0.8287,-0.139,0.3624,10.6309,4.8908,1,15,1,4,48,3
2026/4/5 7:00,-1,66822.8->67412.5,67866.6,66687.6,SL,-0.882,1,震荡吸收期,50,FALSE,0.1017,-0.006,-0.4369,-0.7109,-0.5357,0.0486,0.0312,3.9154,-1.8689,2,13,1,4,40,3
2026/4/5 18:00,1,67412.5->68676.7,70344.8,67274.7,TP,1.875,1,震荡吸收期,50,FALSE,0.0497,-0.0416,0.3877,0.1448,-0.0384,0.1203,-0.496,-9.9842,0.2651,3,12,1,5,40,12
2026/4/7 2:00,-1,68676.7->71511.9,71525.8,67730.1,SL,-4.128,1,震荡吸收期,50,FALSE,0.9767,0.429,-0.7632,1.5921,-0.8402,0.1379,-0.2931,-11.4195,-5.7951,3,15,1,5,33,3
2026/4/7 22:00,1,71511.9->71761.7,73807.2,69921.9,TP,0.349,1,趋势运行期,91.63898589,TRUE,-0.3022,0.9206,3.7436,5.1548,1.8131,0.0973,0.2091,-13.6499,5.9191,2,17,1,6,18,10
2026/4/12 2:00,-1,71761.7->71868.1,72458.7,70505.9,SL,-0.148,1,趋势启动期,85.06535844,TRUE,0.0981,1.8754,-1.574,0.2543,-1.5437,0.2244,0.0082,-3.8675,-7.0559,1,12,1,2,0,2
2026/4/13 15:00,1,71868.1->73742.8,76048.1,71650,TP,2.609,-1,震荡吸收期,50,FALSE,-0.2683,0.5274,1.0597,0.0075,1.8337,0.1998,-0.2267,-12.4052,6.6095,2,10,1,3,0,5
2026/4/15 7:00,-1,73742.8->75223.1,75535,73302.8,SL,-2.007,1,震荡吸收期,50,FALSE,0.3605,1.2989,-0.9227,1.3004,-0.6523,0.061,-0.3918,-17.7278,-5.7883,2,13,1,4,0,11
2026/4/16 20:00,1,75223.1->76218.8,78344.3,74537.4,TP,1.324,1,震荡吸收期,50,FALSE,0.2447,0.838,0.7904,2.4751,0.7256,0.1822,-0.0076,-4.6004,3.2909,2,14,1,4,12,0
2026/4/18 12:00,-1,76218.8->75264.2,76367.9,73717.9,TP,1.252,1,震荡吸收期,50,FALSE,0.8253,2.347,-0.7854,1.4505,-2.3195,-0.308,0.0832,-5.2207,-5.5775,2,13,1,4,28,0
2026/4/20 13:00,1,75264.2->75694.7,76954.1,74703.8,TP,0.572,-1,震荡吸收期,50,FALSE,-0.2954,0.3607,0.4306,-0.3398,0.6645,0.0176,-0.2735,-4.8328,5.5865,2,11,1,4,20,0
2026/4/21 20:00,-1,75694.7->77526.2,77744,74975.1,SL,-2.42,-1,震荡吸收期,50,FALSE,0.3553,0.497,-0.31,-0.1393,-1.4075,0.1535,-0.1322,-3.8787,-6.3067,2,11,1,4,0,0
2026/4/22 3:00,1,77526.2->77698.2,79462.3,77180,TP,0.222,-1,趋势延续期,70,TRUE,0.1825,0.5813,1.9492,2.1463,2.0049,0.2642,0.0563,-2.3331,1.0302,3,11,1,5,5,0
2026/4/23 11:00,-1,77698.2->78000.8,78666.2,76953.8,SL,-0.389,1,震荡吸收期,50,FALSE,0.5114,0.7577,-0.7524,1.7859,-2.3499,-0.0276,-0.5056,-12.991,-6.4026,3,10,1,5,6,0
2026/4/26 6:00,1,78000.8->77611,79488,77459.3,SL,-0.5,1,震荡吸收期,50,FALSE,0.0041,0.9797,0.5606,0.477,0.2521,0.021,-0.0269,4.0825,5.0378,1,16,1,4,55,0
2026/4/27 7:00,-1,77611->77288.4,78261.2,75660.1,TP,0.416,1,震荡吸收期,50,FALSE,0.489,0.7339,-0.7365,-0.4752,-0.4937,0.4286,-0.3347,15.7536,-6.0025,2,19,1,4,61,0
2026/4/29 5:00,1,77288.4->75922.2,77891.7,75714,SL,-1.768,-1,震荡吸收期,50,FALSE,-0.1437,-0.5679,0.9037,-0.1977,0.8682,-0.0156,-0.1828,4.4921,6.4947,2,14,1,4,37,3
2026/4/29 15:00,-1,75922.2->77045.3,77456,74943.7,SL,-1.479,-1,震荡吸收期,50,FALSE,0.0603,-0.5688,-0.9398,-1.8451,0.3177,0.0934,-0.2997,-8.7341,-1.0884,2,14,1,5,27,1
2026/5/1 4:00,1,77045.3->78790,80622,76875,TP,2.265,-1,震荡吸收期,50,FALSE,0.2543,-0.5455,1.057,0.1532,1.3953,-0.0942,0.1626,-10.2325,5.4195,3,14,1,5,14,0
2026/5/4 11:00,-1,78790->80889.3,81088.6,78500,SL,-2.664,1,震荡吸收期,50,FALSE,0.568,0.9116,-0.3449,1.3631,0.346,0.424,-0.042,8.9515,-5.8091,1,12,1,3,15,1
2026/5/5 3:00,1,80889.3->81171.4,82842,80441.8,TP,0.349,1,趋势延续期,70,TRUE,0.6206,1.3846,1.3513,3.2827,1.0817,0.0519,-0.1274,-12.3785,1.3866,2,14,1,4,6,15
2026/5/7 1:00,-1,81171.4->80811.6,81705.5,79164.5,TP,0.443,1,震荡吸收期,50,FALSE,0.0339,1.7187,-0.4323,1.4754,-0.3702,-0.0001,-0.1402,-10.2321,-5.3651,2,11,1,4,6,6
2026/5/9 17:00,1,80811.6->80820,82473.6,80280.1,TP,0.01,1,震荡吸收期,50,FALSE,0.2767,0.4546,0.6792,0.0766,0.4518,-0.1721,0.1607,-3.9278,3.7808,1,17,1,3,42,0
2026/5/11 4:00,-1,80820->81292,82134.9,78760.1,SL,-0.584,1,震荡吸收期,50,FALSE,0.2452,0.0335,-0.2678,0.0901,-0.1184,0.4372,-0.3294,2.184,-6.3825,2,13,1,4,39,0
2026/5/14 15:00,1,81292->79158.4,82048.1,78650,SL,-2.625,-1,趋势运行期,88.31073993,TRUE,-0.4651,-0.0659,1.9605,0.7302,1.6593,0.076,0.1152,-5.1553,6.119,1,13,1,3,24,0
2026/5/15 14:00,-1,79158.4->77501.9,79572.8,76053,TP,2.093,-1,趋势运行期,91.33260394,TRUE,0.2904,-0.1379,-1.8839,-1.8653,-3.473,0.0016,0.124,-11.2708,-7.2674,2,14,1,3,29,0
2026/5/20 21:00,1,77501.9->77262.8,78200,76734.5,SL,-0.309,-1,震荡吸收期,50,FALSE,0.2745,-1.3577,0.418,-0.0127,1.1696,0.0396,0.2727,0.2471,5.2132,1,9,1,2,39,0
2026/5/21 15:00,-1,77262.8->75986.4,78100,74258.6,TP,1.652,-1,震荡吸收期,50,FALSE,0.1515,-0.8213,-0.381,-0.1765,-0.8936,-0.0137,-0.1345,2.9301,-3.087,2,12,1,3,57,0
2026/5/23 19:00,1,75986.4->76807.7,77529.3,75779.5,TP,1.081,-1,震荡吸收期,50,FALSE,-0.9097,-0.6701,0.4806,-1.1062,0.4122,-0.0945,-0.6331,5.7026,6.5567,1,12,1,4,74,0
2026/5/24 22:00,-1,76807.7->77400,77660.4,76132.7,SL,-0.771,1,震荡吸收期,50,FALSE,0.7055,-0.1917,0.1413,-0.033,-0.8757,-0.0813,-0.0531,-13.8654,-6.8222,2,12,1,5,47,0
2026/5/25 7:00,1,77400->76755.8,77906.8,76567.7,SL,-0.832,1,震荡吸收期,50,FALSE,0.34,-0.0263,0.6316,0.7189,0.1403,0.0543,-0.3817,-20.1567,-0.2048,3,12,1,5,42,0
2026/5/26 1:00,-1,76755.8->73978.5,78084.5,72508,TP,3.618,1,震荡吸收期,50,FALSE,0.2105,-0.0542,-0.6407,-0.0448,-0.8079,-0.03,0.138,2.4037,-3.5192,3,13,1,5,24,0
2026/5/29 17:00,1,73978.5->73712.1,74335,73185,SL,-0.36,-1,震荡吸收期,50,FALSE,0.0754,-1.1823,0.6364,-1.8227,0.3042,0.0312,0.0041,-14.4987,4.1382,1,16,1,3,22,0
2026/5/31 17:00,-1,73712.1->62857.1,74210.9,59111.2,TP,14.726,-1,震荡吸收期,50,FALSE,0.0966,-1.429,-0.277,-0.4444,-0.614,0.0366,0.0811,0.7248,-6.1918,2,14,1,3,34,0
2026/6/7 8:00,1,62857.1->61131.3,64381.9,61040,SL,-2.746,-1,趋势运行期,94.5610071,TRUE,0.4168,-5.2292,2.9009,-0.7644,2.2297,-0.4716,0.4161,-9.7165,5.9748,1,13,1,2,0,1
2026/6/9 15:00,-1,61131.3->62228.4,62857.1,60687.2,SL,-1.795,-1,趋势启动期,79.57081108,TRUE,-0.3333,-1.0694,-3.095,-1.6892,-2.8823,-0.0028,0.4366,-7.6671,-5.8077,1,13,1,3,12,22
2026/6/10 16:00,1,62228.4->63735,64758.8,61105.3,TP,2.421,-1,震荡吸收期,50,FALSE,-0.6686,-0.341,0.7586,0.2563,0.7504,0.156,0.0206,2.0985,4.586,2,12,1,4,12,1
2026/6/14 17:00,-1,63735->65423.9,65680,63683.9,SL,-2.65,1,震荡吸收期,50,FALSE,0.2752,0.7007,-0.8792,0.7674,-0.8145,-0.0203,-0.0986,2.7263,-6.3727,1,13,1,3,25,3
2026/6/14 22:00,1,65423.9->66162.8,67300,64946.8,TP,1.129,1,震荡吸收期,50,FALSE,0.1248,0.884,1.6636,3.2193,1.2808,0.2166,-0.1721,-6.0808,1.7614,2,13,1,3,25,2
2026/6/16 3:00,-1,66162.8->65863.4,66994.9,64560.6,TP,0.453,1,震荡吸收期,50,FALSE,1.1224,2.1024,0.0269,2.701,0.1022,-0.0172,-0.2438,-9.0161,-6.2944,3,10,1,4,15,0
2026/6/17 16:00,1,65863.4->64432.1,66436.1,64042.2,SL,-2.173,1,震荡吸收期,50,FALSE,-0.5491,1.1897,0.3158,1.0343,-0.1697,0.0947,-0.0585,1.4604,6.3865,2,11,1,5,15,0
2026/6/17 20:00,-1,64432.1->63343.5,64811.9,62270,TP,1.69,-1,趋势延续期,70,TRUE,-0.5684,1.0463,-1.6506,-1.208,-2.1483,0.5249,0.2437,4.1948,-0.6667,3,12,1,6,15,2
2026/6/20 2:00,1,63343.5->63899.9,64594,63200,TP,0.878,-1,震荡吸收期,50,FALSE,0.0215,-0.8427,0.5484,-2.1221,1.0933,-0.0908,0.0282,-12.6692,5.3589,1,14,1,5,20,3
2026/6/22 0:00,-1,63899.9->64261.2,64834.4,63313.1,SL,-0.565,-1,震荡吸收期,50,FALSE,0.0852,-1.1066,-0.3439,0.078,-1.509,0.1185,0.1661,-7.6769,-6.0954,2,16,1,3,11,8
2026/6/22 2:00,1,64261.2->63402.1,65629.5,63360,SL,-1.337,-1,震荡吸收期,50,FALSE,0.0867,-1.1066,0.1684,0.6439,0.468,0.3077,-0.1616,-10.0978,0.9702,3,16,1,4,11,6
2026/6/23 5:00,-1,63402.1->61723.8,63737.3,59107,TP,2.647,-1,震荡吸收期,50,FALSE,0.027,-0.5337,-1.421,-0.4669,-0.8126,0.0105,0.1304,-0.387,-6.1407,3,12,1,5,33,0
2026/6/25 6:00,1,61723.8->59468.7,61964.2,58110,SL,-3.654,-1,震荡吸收期,50,FALSE,-0.7678,-0.6972,0.2788,-2.3528,-1.3634,0.3615,0.1231,2.6249,6.4739,2,12,1,5,29,9
2026/6/25 14:00,-1,59468.7->60299.9,60947.7,58297.3,SL,-1.398,-1,震荡吸收期,50,FALSE,-0.9571,-1.0233,-2.5793,-5.5716,-2.2013,0.2265,-0.3486,-11.8659,-2.0389,2,11,1,6,31,8
2026/6/29 18:00,1,60299.9->58742.9,60595.2,58221.5,SL,-2.582,-1,震荡吸收期,50,FALSE,-0.1368,-1.1897,0.8116,0.1489,2.2761,0.3432,-0.1814,1.5959,5.9024,1,17,1,2,56,17
2026/6/30 13:00,-1,58742.9->59931.3,60545.4,57809.4,SL,-2.023,-1,趋势运行期,93.1654168,TRUE,-0.2775,-0.8819,-1.7229,-2.0169,-3.3221,-0.367,0.1632,3.5159,-6.5368,2,16,1,3,64,12
2026/7/1 16:00,1,59931.3->62824.6,63999.8,59582.6,TP,4.828,-1,趋势运行期,86.9007201,TRUE,-0.2359,-0.5885,1.7664,0.2419,2.416,0.2273,0.0208,-2.1102,5.6907,3,14,1,4,42,0
2026/7/6 10:00,-1,62824.6->63735.2,63862.9,61318.3,SL,-1.449,1,震荡吸收期,50,FALSE,0.0473,2.1176,-0.2608,1.1717,-0.2342,0.1309,-0.1232,-3.7915,-4.6245,1,11,1,2,3,12
2026/7/6 16:00,1,63735.2->62799.5,64706.3,62535.7,SL,-1.468,1,震荡吸收期,50,FALSE,-0.0612,2.1689,1.2642,2.2483,1.2937,0.5284,0.0135,1.5692,3.3529,2,12,1,3,6,8
2026/7/8 4:00,-1,62799.5->63220,63500,61548.4,SL,-0.67,1,震荡吸收期,50,FALSE,-0.0853,1.2761,-1.0164,-0.3248,-0.5313,0.1296,-0.1851,0.4142,-3.7589,3,12,1,4,30,5
2026/7/9 18:00,1,63220->63830.2,64694.9,62920.1,TP,0.965,1,趋势延续期,70,TRUE,0.2567,0.0483,1.2082,0.3544,1.2808,0.104,0.0684,-5.5299,5.1409,2,16,1,5,32,0
2026/7/12 0:00,-1,63830.2->63845.2,64424.9,61830,SL,-0.023,1,震荡吸收期,50,FALSE,0.0064,0.4539,-0.5116,0.6519,-0.5179,-0.0559,0.1715,-1.1465,-6.6712,1,12,1,4,10,0
2026/7/14 13:00,1,63845.2->64132.3,65600,63586.7,TP,0.45,-1,趋势运行期,97.17784498,TRUE,-0.1675,0.2004,1.9266,0.3433,3.3325,-0.0596,0.0143,-5.768,8.1763,1,16,1,3,35,0
2026/7/16 8:00,-1,64132.3->64258.5,64897.1,62536.4,SL,-0.197,1,震荡吸收期,50,FALSE,-0.0452,0.3739,-1.0609,0.3495,-1.4218,0.0056,0.0113,-13.0658,-6.9734,2,15,1,3,37,0
2026/7/17 18:00,1,64258.5->63922.1,65111.1,63762.4,SL,-0.524,-1,震荡吸收期,50,FALSE,-0.4999,-0.1347,0.8993,0.6891,0.1316,0.1296,-0.1595,9.6708,6.6222,2,12,1,4,15,0
2026/7/20 6:00,-1,63922.1->64649.6,65076.4,63762.4,SL,-1.138,-1,趋势启动期,85.74400794,TRUE,-0.0272,0.5151,-1.0211,-0.6132,-0.7149,0.247,-0.2042,-7.0437,-3.8906,1,11,1,4,35,0
2026/7/20 12:00,1,64649.6->65960.1,66955,64077.9,TP,2.027,-1,震荡吸收期,50,FALSE,-0.1898,0.2889,0.208,0.4949,0.7189,0.3267,-0.0381,-2.3427,2.6511,2,10,1,4,32,0
2026/7/22 13:00,-1,65960.1->64397.4,66385.4,63740,TP,2.369,1,震荡吸收期,50,FALSE,0.2088,1.1832,-0.4852,1.2981,-0.8718,-0.0916,0.0447,-20.0938,-4.7123,2,12,1,4,14,6
2026/7/25 19:00,1,64397.4->64561,65750,64266.3,TP,0.254,-1,震荡吸收期,50,FALSE,-0.46,-0.2067,0.4162,-1.4343,0.4246,-0.1494,-0.2733,-4.2821,6.484,1,9,1,3,26,0
2026/7/27 15:00,-1,64561->64561.1,65099.3,62741.1,SL,0,-1,震荡吸收期,50,FALSE,0.325,-0.6849,-0.6459,-0.4576,-0.0107,0.3593,-0.268,6.9585,-5.2912,2,13,1,3,19,7
2026/7/29 7:00,1,64561.1->63520.6,64751.6,63372.8,SL,-1.612,-1,震荡吸收期,50,FALSE,-0.1953,-0.7941,1.3193,0.3394,1.5409,0.0856,-0.09,-9.4076,6.4966,2,14,1,4,17,26
2026/7/29 20:00,-1,63520.6->64679.1,65180,63261.6,SL,-1.824,-1,震荡吸收期,50,FALSE,0.3557,-0.4849,-0.8593,-1.2008,-0.581,0.2896,-0.1303,-12.2754,-2.1969,2,14,1,5,29,1
2026/7/30 14:00,1,64679.1->63826.6,65423.7,63815.9,SL,-1.318,-1,震荡吸收期,50,FALSE,0.2166,-0.1435,0.6697,0.5291,0.8043,-0.1723,0.0368,1.2301,1.16,3,14,1,5,37,3
2026/7/31 8:00,-1,63826.6->63462.6,64012.2,62268.5,TP,0.57,-1,震荡吸收期,50,FALSE,0.1872,0.0378,-1.0358,-0.7709,-1.4886,0.0028,0.095,14.1377,-3.0587,4,17,1,6,33,2
2026/8/2 3:00,1,63462.6->62794,63799.3,62771.7,SL,-1.054,-1,趋势启动期,82.30637273,TRUE,-0.0844,-0.913,0.7697,-0.4277,0.6217,0.0549,-0.0988,3.8814,6.9612,2,13,1,6,45,5
2026/8/3 4:00,-1,62794->63964.5,63990,62300,SL,-1.864,-1,震荡吸收期,50,FALSE,0.2439,-0.4246,-0.7187,-1.2258,-0.5091,0.0823,0.2311,-4.2854,-4.3112,2,9,1,5,46,6
2026/8/3 14:00,1,63964.5->64784.7,65388,63137.3,TP,1.282,-1,趋势启动期,83.26525283,TRUE,-0.2103,-0.3647,1.345,0.7335,-0.0524,0.1915,-0.2615,5.3897,1.6747,3,8,1,6,40,4
2026/8/9 4:00,-1,64784.7->65264.5,65300,64773.1,SL,-0.741,1,震荡吸收期,50,FALSE,0.0205,0.8268,-0.3018,0.2778,-0.3061,-0.0621,-0.0502,-0.0939,-5.9025,1,12,1,2,45,0
2026/8/9 14:00,1,65264.5->64971.8,65490.3,64826.2,SL,-0.448,1,震荡吸收期,50,FALSE,-0.007,0.7889,0.4436,0.9094,0.2667,-0.0068,-0.1375,0.0707,1.753,2,12,1,3,55,0
2026/8/10 0:00,-1,64971.8->64125.9,65388,63237.6,TP,1.302,1,震荡吸收期,50,FALSE,0.0457,0.5613,-0.0526,0.3245,0.1769,0.0898,-0.1454,7.698,-0.3251,3,11,1,4,56,0
2026/8/12 12:00,1,64125.9->63445.9,64496.9,63318.9,SL,-1.06,-1,震荡吸收期,50,FALSE,-0.0458,-0.3725,0.3815,-0.6383,1.1406,-0.0781,-0.0231,-6.193,6.4979,1,13,1,5,31,3
2026/8/12 15:00,-1,63445.9->63155.2,64014.2,62521.8,TP,0.458,-1,震荡吸收期,50,FALSE,-0.1151,-0.3725,-0.5869,-1.6919,-0.2671,0.0208,-0.1864,-9.8143,-1.6241,2,13,1,6,28,2
2026/8/16 17:00,1,63155.2->62917.2,63277,62715.7,SL,-0.377,-1,震荡吸收期,50,FALSE,0.0107,-0.6054,0.1128,-0.2355,0.1587,-0.0218,0.1261,4.3668,4.8877,1,14,1,3,78,0
2026/8/16 22:00,-1,62917.2->63426.9,63520.8,62715.7,SL,-0.81,-1,震荡吸收期,50,FALSE,0.0238,-0.5306,-0.2553,-0.5756,-0.3088,0.0538,0.1752,9.6386,-1.1094,2,13,1,3,77,1
2026/8/17 3:00,1,63426.9->76099.7,79515.7,63287.8,TP,19.98,-1,震荡吸收期,50,FALSE,0.004,-0.4414,0.5395,0.2512,0.5512,0.2004,0.1951,7.8704,6.7056,3,12,1,4,72,4
2026/8/23 6:00,-1,76099.7->77604.4,78065.7,75883.3,SL,-1.977,1,趋势延续期,70,TRUE,-0.3797,6.6301,-1.4708,5.4703,-1.1821,-0.3516,0.212,-16.98,-4.215,1,15,1,2,10,5
2026/8/23 22:00,1,77604.4->79251.1,81280,76681.1,TP,2.122,1,震荡吸收期,50,FALSE,0.1056,6.1028,0.7087,5.0826,0.9882,0.0588,-0.0014,-1.4017,0.9836,2,15,1,3,22,5
2026/8/25 14:00,-1,79251.1->80003.4,80523.5,77615.1,SL,-0.949,1,震荡吸收期,50,FALSE,0.9679,4.7599,-0.0053,2.4364,-0.3528,-0.0697,-0.158,0.8758,-5.6069,2,13,1,4,39,9
2026/8/27 9:00,1,80003.4->79573.6,81499.9,78907.4,SL,-0.537,1,震荡吸收期,50,FALSE,0.1126,0.9432,1.6316,2.1678,1.6766,-0.1285,0.1736,-9.3816,6.1186,2,16,1,5,37,3
2026/8/28 10:00,-1,79573.6->78859.1,79839.3,76888,TP,0.898,1,震荡吸收期,50,FALSE,0.4266,0.9844,-0.3168,0.8541,-1.1505,-0.1772,-0.3148,1.9512,-5.9439,2,13,1,4,17,3
2026/8/30 13:00,1,78859.1->77940.5,79401.4,77000,SL,-1.165,1,震荡吸收期,50,FALSE,0.2561,-0.3413,1.0109,0.2264,0.8751,-0.0521,0.106,-15.7099,5.3352,1,17,1,4,23,2
2026/8/31 0:00,-1,77940.5->78740.1,79256,77385.5,SL,-1.026,1,震荡吸收期,50,FALSE,0.3447,-0.4382,-0.5572,-0.8462,-0.5592,0.3549,-0.224,9.4615,-1.6293,2,16,1,5,26,4
2026/9/1 6:00,1,78740.1->77270,79175.3,77231.3,SL,-1.867,1,震荡吸收期,50,FALSE,0.0245,-0.1364,0.3893,0.2119,0.5965,-0.0617,0.1512,-8.7972,4.3241,3,10,1,5,33,4
2026/9/1 17:00,-1,77270->78649.7,78787.1,76261,SL,-1.786,1,震荡吸收期,50,FALSE,-0.0945,-0.3109,-1.4332,-1.3926,-1.7323,-0.0084,-0.0122,-1.5349,-2.831,3,9,1,5,43,4
2026/9/3 12:00,1,78649.7->79380.1,82285,77883.4,TP,0.929,-1,震荡吸收期,50,FALSE,0.2027,-0.2096,1.6211,0.6994,0.9844,-0.1433,0.126,-13.7432,4.6658,2,14,1,6,43,0
2026/9/4 13:00,-1,79380.1->80159.1,80555.4,78650,SL,-0.981,1,趋势运行期,87.32779623,TRUE,1.3275,0.8367,-1.2523,0.9665,-1.9699,0.0291,-0.2886,10.8581,-7.2981,2,13,1,5,38,0
2026/9/7 0:00,1,80159.1->79428,80441.4,79000,SL,-0.912,1,震荡吸收期,50,FALSE,0.0641,0.7168,0.3418,0.908,0.5924,0.0934,0.011,2.9269,5.2903,1,14,1,4,48,9
2026/9/7 8:00,-1,79428->79699.6,79768,77624.6,SL,-0.342,1,震荡吸收期,50,FALSE,-0.0398,0.8195,-0.5157,-0.2012,-0.6616,0.1923,0.1282,1.7257,-1.0383,2,13,1,5,56,22
2026/9/9 8:00,1,79699.6->78320.1,79768,77930,SL,-1.731,1,震荡吸收期,50,FALSE,-0.0927,-0.4083,1.295,0.4005,1.0347,0.0214,0.0411,-7.8777,5.6691,2,12,1,4,52,1
2026/9/9 20:00,-1,78320.1->79251.4,79331.7,76001,SL,-1.189,1,震荡吸收期,50,FALSE,0.1526,-0.7234,-0.6219,-1.1813,-0.6916,0.1858,0.017,-7.3979,-1.8698,2,12,1,5,47,5
2026/9/11 13:00,1,79251.4->76798.8,79896.3,76562.7,SL,-3.095,-1,震荡吸收期,50,FALSE,-0.3452,-0.9944,2.4995,0.9981,0.899,0.0675,0.006,-6.5642,5.5642,2,11,1,4,6,0
2026/9/13 9:00,-1,76798.8->77327.3,77418.8,76500,SL,-0.688,-1,震荡吸收期,50,FALSE,-0.035,-0.8444,-0.5725,-1.1869,-0.7204,-0.0506,0.2369,3.6659,-5.7317,2,14,1,5,33,10
2026/9/13 17:00,1,77327.3->76836,77452.1,76630.9,SL,-0.635,-1,震荡吸收期,50,FALSE,-0.1435,-0.7398,0.2148,-0.3813,0.0395,0.0874,0.04,14.0561,1.6079,2,13,1,5,35,10
2026/9/13 23:00,-1,76836->77593.4,77864.3,76394.9,SL,-0.986,-1,震荡吸收期,50,FALSE,-0.0752,-0.7192,-0.3663,-0.9452,-0.6147,0.1332,0.1473,10.3676,-5.5032,3,14,1,6,39,11
